SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,CURRENT_PRICE,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,SUBSECTOR,HIGH_QUALITY_FLAG,HIGH_GROWTH_FLAG,COMPOUNDER_FLAG,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,ROE_SCORE,OPERATING_MARGIN_SCORE,GROWTH_STABILITY_SCORE,GROWTH_SCORE,GROWTH_CATEGORY
ANTHEM,416005259264.0,MID CAP,740.5999755859375,71.69409,13.665719,0.21708,1.772,0.37258,0.27858,0.264,1.272,Healthcare,Healthcare,Biotechnology,2026-06-02,Biotechnology,0,1,1,76.74,90.37,91.07,92.44,83.555,85.95,ELITE GROWTH
NMDC,845245317120.0,LARGE CAP,96.13999938964844,11.350649,2.4769413,0.23363,18.802,0.21968001,0.23231001,0.619,0.377,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,1,91.58,77.15,92.33,83.28,84.36500000000001,85.85,ELITE GROWTH
KSOLVES,6697455104.0,MICRO CAP,282.3500061035156,19.485853,20.130472,0.5137423209999978,19.398,0.27325,0.21104999,0.291,0.658,Technology,Technology,Software - Application,2026-06-02,SaaS,0,1,1,79.25,84.14,99.51,87.27,81.695,85.82,ELITE GROWTH
OBEROIRLTY,601907134464.0,LARGE CAP,1655.4000244140625,24.012184,3.595491,0.14913,15.765,0.52986,0.41727,0.521,0.624,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,1,0,89.19,83.36,79.29,95.65,86.275,85.82,ELITE GROWTH
POWERINDIA,1562929922048.0,LARGE CAP,35065.0,158.00739,34.10226,0.21040002,1.663,0.15284,0.12124,0.462,0.718,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,1,87.45,85.12,90.17,73.02,86.285,85.74,ELITE GROWTH
JNKINDIA,19964356608.0,SMALL CAP,356.79998779296875,30.86505,3.6534166,0.12089,15.97,0.12755999,0.07934,0.769,1.464,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,93.77,91.66,70.83,65.78,92.715,85.64,ELITE GROWTH
UNIPARTS,26900590592.0,SMALL CAP,596.4500122070312,17.021975,2.9337118,0.18014,17.771,0.20358999,0.13527,0.341,1.235,Misc,Industrials,Farm & Heavy Construction Machinery,2026-06-02,Farm & Heavy Construction Machinery,0,1,1,82.46,89.86,85.75,81.4,86.16,85.6,ELITE GROWTH
MODISONLTD,10179565568.0,SMALL CAP,313.70001220703125,14.035794,4.497943,0.11156999,63.523,0.23957,0.06913,1.209,2.772,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,96.16,95.42,50.02,84.89,95.78999999999999,85.55,ELITE GROWTH
SAMBHV,30513227776.0,SMALL CAP,103.55000305175781,20.50495,2.894803,0.18355,35.435,0.117089994,0.0589,0.384,1.623,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,0,84.51,92.48,86.26,63.08,88.495,85.51,ELITE GROWTH
WEWORK,87694172160.0,SMALL CAP,632.7999877929688,117.62081,42.200733,0.29986998,594.7505399999964,0.26295,0.0305,0.291,0.737,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,1,79.25,85.47,95.89,86.61,82.36,85.49,ELITE GROWTH
CNL,9513063424.0,MICRO CAP,633.5,15.320436,2.8856578,0.20183,83.725,0.03956,0.02599,0.832,1.571,Misc,Technology,Electronics & Computer Distribution,2026-06-02,Electronics & Computer Distribution,0,1,0,94.36,92.33,89.12,23.22,93.345,85.49,ELITE GROWTH
CGCL,189881090048.0,MID CAP,197.35000610351562,19.50099,2.6412644,0.16496,334.728,0.39968,0.33626,0.72,0.371,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,93.15,77.08,82.89,93.19,85.11500000000001,85.48,ELITE GROWTH
SUPRIYA,75154841600.0,SMALL CAP,933.7999877929688,35.915382,6.942286,0.19059,0.454,0.32228002,0.2526,0.502,0.467,Healthcare,Healthcare,Biotechnology,2026-06-02,Biotechnology,1,1,1,88.57,79.8,87.39,90.25,84.185,85.43,ELITE GROWTH
RPEL,46273257472.0,SMALL CAP,1007.6500244140625,84.676476,21.484617,0.25011998,2.213,0.27582002,0.21318,0.393,0.5,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,1,1,84.93,80.78,93.23,87.55,82.855,85.4,ELITE GROWTH
TDPOWERSYS,188458369024.0,MID CAP,1206.300048828125,79.049805,17.58737,0.24716999,1.689,0.15428,0.12863,0.692,0.365,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,1,92.95,76.82,93.15,73.49,84.88499999999999,85.4,ELITE GROWTH
EBGNG,49024954368.0,SMALL CAP,430.0,286.66666,6.3875933,0.26766002,58.541,0.09224,0.06981,0.43,1.434,Misc,Technology,Computer Hardware,2026-06-02,Computer Hardware,0,1,0,86.53,91.39,94.17,42.68,88.96000000000001,85.37,ELITE GROWTH
GESHIP,211366789120.0,MID CAP,1480.5,7.2001753,1.246124,0.18849,6.409,0.37112,0.544,0.236,1.875,Misc,Industrials,Marine Shipping,2026-06-02,Marine Shipping,0,1,1,74.35,93.42,87.08,92.29,83.88499999999999,85.36,ELITE GROWTH
KALYANKJIL,357069946880.0,MID CAP,345.75,26.51457,5.6531124,0.24305001,96.966,0.060599998,0.03778,0.669,1.17,Misc,Consumer Cyclical,Luxury Goods,2026-06-02,Luxury Goods,0,1,0,92.58,89.39,92.8,30.81,90.985,85.33,ELITE GROWTH
RACLGEAR,14595818496.0,SMALL CAP,1236.0,29.442593,4.3705335,0.1691,66.889,0.15654,0.09991,0.508,0.759,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,88.82,85.87,83.67,73.92,87.345,85.27,ELITE GROWTH
ADVANCE,6592500736.0,MICRO CAP,102.55000305175781,15.776923,2.3512552,0.17179,31.588,0.10065,0.054980002,0.379,2.281,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,1,0,84.22,94.56,84.22,57.95,89.39,85.21,ELITE GROWTH
VENUSREM,18886993920.0,SMALL CAP,1411.300048828125,18.357182,3.1741357,0.16785,1.87,0.21843,0.13354999,0.33,1.264,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,1,0,81.75,90.25,83.32,83.05,86.0,85.17,ELITE GROWTH
IZMO,12386020352.0,SMALL CAP,827.7999877929688,25.99058,3.2500472,0.12384,4.055,0.096379995,0.16695,0.823,1.497,Technology,Technology,Software - Application,2026-06-02,SaaS,0,1,0,94.24,91.9,71.73,56.5,93.07,85.15,ELITE GROWTH
SAHLIBHFI,2509991424.0,MICRO CAP,81.26000213623047,26.454715,1.5380539,0.11943,32.614,0.7578,0.54186,0.321,1.924,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,81.23,93.7,70.4,97.73,87.465,85.08,ELITE GROWTH
NAHARCAP,4304602112.0,MICRO CAP,257.04998779296875,6.505948,0.2611702,0.11156999,0.362,0.78769994,0.8953306140999984,2.005,1.018,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,98.06,88.25,50.02,98.08,93.155,85.02,ELITE GROWTH
PARAS,66980159488.0,SMALL CAP,831.1500244140625,76.1824,9.975636,0.13137999,3.731,0.22305,0.18486,0.579,0.746,Misc,Industrials,Aerospace & Defense,2026-06-02,Aerospace & Defense,0,1,0,90.52,85.61,74.04,83.71,88.065,84.82,HIGH GROWTH
MGEL,4916969472.0,MICRO CAP,14.920000076293945,10.890511,2.1755614,0.20118,86.568,0.02214,0.013359999,0.982,1.386,Misc,Consumer Defensive,Farm Products,2026-06-02,Farm Products,0,1,0,95.22,91.03,89.08,17.89,93.125,84.79,HIGH GROWTH
COFORGE,653685882880.0,LARGE CAP,1520.199951171875,34.676094,5.3535137,0.18596001,7.518,0.16555999,0.094840005,0.305,1.34,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,1,1,80.17,90.72,86.73,75.88,85.445,84.75,HIGH GROWTH
IMFA,77807214592.0,SMALL CAP,1442.0999755859375,18.337996,2.863332,0.1671,35.121,0.18524,0.15012,0.346,1.182,Misc,Basic Materials,Other Industrial Metals & Mining,2026-06-02,Other Industrial Metals & Mining,0,1,0,82.56,89.47,83.24,78.66,86.015,84.72,HIGH GROWTH
POCL,40171151360.0,SMALL CAP,1316.5999755859375,29.922728,5.095142,0.19094,19.293,0.05661,0.04458,0.786,1.193,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,93.89,89.58,87.47,29.21,91.735,84.63,HIGH GROWTH
MAHABANK,604633104384.0,LARGE CAP,78.61000061035156,8.619517,1.8188759,0.22659999,29.595,0.5789,0.49278998,0.382,0.364,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,1,1,84.42,76.7,91.93,96.48,80.56,84.43,HIGH GROWTH
DRCSYSTEMS,2141048448.0,MICRO CAP,14.859999656677246,10.614285,1.9024453,0.21816,0.371,0.23049,0.2017,0.607,0.279,Technology,Technology,Information Technology Services,2026-06-02,IT Services,1,1,1,91.41,73.49,91.15,84.1,82.44999999999999,84.35,HIGH GROWTH
OSWALPUMPS,40494538752.0,SMALL CAP,355.20001220703125,10.233363,2.7445314,0.3508,14.111,0.22297001,0.18226999,0.398,0.349,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,1,85.06,76.31,97.42,83.67,80.685,84.33,HIGH GROWTH
GRMOVER,32245057536.0,SMALL CAP,155.3800048828125,48.861637,6.0152535,0.14711,60.709,0.06364,0.04211,1.082,1.378,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,95.69,90.96,78.7,31.75,93.32499999999999,84.24,HIGH GROWTH
ASAL,8243140096.0,MICRO CAP,519.5999755859375,29.810669,22.79247,0.5137423209999978,343.962,0.05222,0.03108,0.359,1.691,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,83.1,92.76,99.51,27.64,87.93,84.22,HIGH GROWTH
REDTAPE,73739010048.0,SMALL CAP,133.38999938964844,30.664368,8.569868,0.26577,70.489,0.13174,0.09945,0.355,0.69,Misc,Consumer Cyclical,Footwear & Accessories,2026-06-02,Footwear & Accessories,0,1,0,82.97,84.63,94.09,66.88,83.8,84.17,HIGH GROWTH
ANGELONE,309351448576.0,MID CAP,338.70001220703125,34.316113,5.042805,0.15526,129.314,0.31959,0.19292,0.335,0.827,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,81.95,86.51,80.66,89.98,84.23,84.09,HIGH GROWTH
MASTERTR,9902787584.0,MICRO CAP,80.5,7.5943394,1.186738,0.1729,27.836,0.29295,0.24413,0.479,0.428,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,87.94,78.62,84.57,88.68,83.28,84.08,HIGH GROWTH
AEGISLOG,267848089600.0,MID CAP,763.0999755859375,29.773703,4.506132,0.15258001,47.243,0.24566999,0.10371,0.573,0.458,Misc,Energy,Oil & Gas Refining & Marketing,2026-06-02,Oil & Gas Refining & Marketing,0,1,0,90.41,79.52,80.19,85.51,84.965,84.06,HIGH GROWTH
DIACABS,100704174080.0,MID CAP,191.10000610351562,63.7,-13.9918,0.11156999,29.595,0.11003,0.08246,1.085,6.919,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,95.73,98.08,50.02,61.2,96.905,83.96,HIGH GROWTH
GROBTEA,1044760320.0,MICRO CAP,898.8499755859375,18.147587,0.99628794,0.11156999,14.11,0.12472,0.046529997,0.776,9.9,Misc,Consumer Defensive,Farm Products,2026-06-02,Farm Products,0,1,0,93.81,98.83,50.02,65.0,96.32,83.93,HIGH GROWTH
NPST,28169895936.0,SMALL CAP,1350.199951171875,75.38805,6.375243,0.11156999,1.639,0.22089,0.2176,1.477,1.242,Technology,Technology,Software - Application,2026-06-02,SaaS,0,1,0,97.22,89.94,50.02,83.48,93.58,83.86,HIGH GROWTH
NILASPACES,4884226048.0,MICRO CAP,12.399999618530273,16.9863,2.748836,0.18365999,46.031,0.32176998,0.15427,0.253,1.067,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,1,1,75.78,88.7,86.41,90.09,82.24000000000001,83.86,HIGH GROWTH
LATTEYS,1322403968.0,MICRO CAP,23.0,74.19355,5.5947456,0.16111,91.364,0.05863,0.03042,0.592,1.791,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,90.86,93.11,82.15,29.91,91.985,83.81,HIGH GROWTH
CREDITACC,210169036800.0,MID CAP,1312.9000244140625,156.11177,2.681385,0.105100006,302.873,0.56672,0.32564,1.259,6.162,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,96.44,97.69,30.46,96.2,97.065,83.66,HIGH GROWTH
KPIGREEN,81807736832.0,SMALL CAP,414.54998779296875,17.229841,2.6971898,0.17253,158.765,0.31695,0.17661,0.398,0.472,Energy,Utilities,Utilities - Renewable,2026-06-02,Power Generation – Renewable,0,1,0,85.06,79.84,84.38,89.82,82.45,83.57,HIGH GROWTH
PRECWIRE,77382606848.0,SMALL CAP,423.29998779296875,49.27823,9.925669,0.23027,37.995,0.04456,0.0287,0.667,0.819,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,92.52,86.41,92.17,24.86,89.465,83.55,HIGH GROWTH
M&MFIN,406441984000.0,MID CAP,292.5,14.022052,1.523628,0.11856,428.025,0.44451,0.29518,0.403,0.826,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,85.2,86.45,70.05,94.48,85.825,83.54,HIGH GROWTH
THYROCARE,80472154112.0,SMALL CAP,505.6000061035156,49.375,15.045828,0.28746,8.65,0.27265,0.19667,0.197,1.164,Healthcare,Healthcare,Diagnostics & Research,2026-06-02,Diagnostics,0,1,1,69.79,89.31,95.26,87.24,79.55000000000001,83.46,HIGH GROWTH
JAMNAAUTO,47174819840.0,SMALL CAP,118.0,20.450607,4.0990725,0.21584,13.054,0.14295,0.08844,0.317,0.727,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,81.03,85.28,90.88,70.67,83.155,83.45,HIGH GROWTH
VERANDA,21624002560.0,SMALL CAP,224.5,19.336779,2.383809,0.21205999,39.893,0.28346002,0.20341998,0.226,0.999,Misc,Consumer Defensive,Education & Training Services,2026-06-02,Education & Training Services,0,1,1,73.38,88.1,90.33,88.06,80.74,83.39,HIGH GROWTH
MODINATUR,6426324480.0,MICRO CAP,482.95001220703125,16.562073,3.6797595,0.34243,93.655,0.0924,0.06992,0.281,1.479,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,78.43,91.78,97.22,42.72,85.105,83.29,HIGH GROWTH
CEIGALL,59769688064.0,SMALL CAP,343.1000061035156,19.362303,2.7416856,0.15484,61.085,0.14947,0.07754,0.371,0.788,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,1,0,83.81,86.18,80.54,72.36,84.995,82.84,HIGH GROWTH
ARIHANT,8439617024.0,MICRO CAP,776.9500122070312,12.055082,2.2495384,0.11156999,93.207,0.26424,0.18591,0.968,0.947,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,1,0,95.11,87.71,50.02,86.77,91.41,82.67,HIGH GROWTH
EUROPRATIK,26413590528.0,SMALL CAP,258.45001220703125,34.27719,8.542672,0.27798998,7.636,0.25365,0.23015,0.281,0.436,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,1,1,78.43,78.99,94.71,85.98,78.71000000000001,82.64,HIGH GROWTH
3MINDIA,367804547072.0,MID CAP,32650.0,70.6175,20.897953,0.289,9.6,0.17216998,0.10262,0.168,2.018,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,1,1,65.66,93.97,95.34,76.82,79.815,82.62,HIGH GROWTH
OMNI,61066276864.0,SMALL CAP,493.79998779296875,66.4603,8.03371,0.17963,63.958,0.32549,0.15522,0.385,0.359,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,84.57,76.62,85.59,90.49,80.595,82.58,HIGH GROWTH
SCPL,4873981440.0,MICRO CAP,458.0,23.979057,3.4809308,0.13274999,31.759,0.0998,0.05213,0.602,0.725,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,91.25,85.24,74.63,57.83,88.245,82.48,HIGH GROWTH
RAMRAT,36952231936.0,SMALL CAP,395.8500061035156,34.4517,6.375628,0.20249,115.438,0.04597,0.020680001,0.851,0.597,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,94.44,82.71,89.27,25.37,88.57499999999999,82.39,HIGH GROWTH
JAYBARMARU,12945616896.0,SMALL CAP,119.58999633789062,9.270543,1.8603386,0.22193001,76.31,0.08628,0.05475,0.254,2.869,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,75.84,95.61,91.62,40.52,85.725,82.38,HIGH GROWTH
TITAN,3579937292288.0,MEGA CAP,4035.800048828125,70.61767,22.817244,0.37127998,195.001,0.06282,0.057919998,0.805,0.351,Misc,Consumer Cyclical,Luxury Goods,2026-06-02,Luxury Goods,0,1,0,94.01,76.41,97.65,31.52,85.21000000000001,82.33,HIGH GROWTH
SPARC,65387859968.0,SMALL CAP,201.49000549316406,4.2099876,4.8844876,0.5137423209999978,41.776,0.9052779832539976,0.8953306140999984,5.351176299999867,0.171,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,1,1,99.51,50.02,99.51,99.51,74.765,82.19,HIGH GROWTH
PNGJL,74320674816.0,SMALL CAP,547.6500244140625,18.134106,3.7870302,0.23306999,88.504,0.03339,0.03816,1.232,0.455,Misc,Consumer Cyclical,Luxury Goods,2026-06-02,Luxury Goods,0,1,0,96.4,79.44,92.25,21.26,87.92,82.12,HIGH GROWTH
MAZDOCK,977349378048.0,LARGE CAP,2422.89990234375,37.875565,10.019063,0.2877,4.481,0.13505,0.19863,0.213,1.09,Misc,Industrials,Aerospace & Defense,2026-06-02,Aerospace & Defense,0,1,0,71.73,88.96,95.3,67.97,80.345,82.1,HIGH GROWTH
SJS,65267032064.0,SMALL CAP,2039.800048828125,39.9804,7.517339,0.21881,2.639,0.23366,0.17873,0.297,0.429,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,1,79.56,78.68,91.23,84.57,79.12,82.09,HIGH GROWTH
VIJIFIN,545774976.0,MICRO CAP,3.8299999237060547,27.357141,2.6001356,0.08825,31.027,0.86291003,0.41875,1.619,2.12,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,97.51,94.21,25.18,98.71,95.86,82.01,HIGH GROWTH
CARRARO,29252956160.0,SMALL CAP,514.5499877929688,22.430252,5.9331217,0.25534,27.433,0.08596,0.05788,0.366,0.758,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,1,0,83.36,85.81,93.66,40.45,84.58500000000001,81.99,HIGH GROWTH
AVALON,98404990976.0,SMALL CAP,1473.4000244140625,87.494064,13.6383,0.16943,29.503,0.101169996,0.0692,0.4,0.69,Misc,Technology,Electronic Components,2026-06-02,Electronic Components,0,1,0,85.12,84.63,83.75,58.12,84.875,81.97,HIGH GROWTH
AUSOMENT,1717929856.0,MICRO CAP,126.0999984741211,5.787058,1.08258,0.11156999,0.08224000000000001,0.04235,0.01363,5.351176299999867,11.583,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,99.51,98.94,50.02,24.16,99.225,81.88,HIGH GROWTH
PGHL,99778887680.0,SMALL CAP,6011.0,30.504948,16.100174,0.5137423209999978,1.771,0.34936002,0.23219,0.191,0.546,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,1,1,68.74,81.64,99.51,91.54,75.19,81.69,HIGH GROWTH
CANFINHOME,110517927936.0,MID CAP,830.0,10.180302,1.8480172,0.19655001,594.7505399999964,0.80419,0.67294997,0.243,0.478,Misc,Financial Services,Mortgage Finance,2026-06-02,Mortgage Finance,0,1,1,74.98,80.01,88.1,98.24,77.495,81.69,HIGH GROWTH
ARSSBL,33046796288.0,SMALL CAP,526.8499755859375,22.49573,2.0954475,0.13961,63.433,0.26111,0.17296,0.274,0.885,Financials,Financial Services,Financial Conglomerates,2026-06-02,NBFC – Investment,0,1,0,77.78,87.12,76.59,86.34,82.45,81.67,HIGH GROWTH
KIRLPNU,100016128000.0,MID CAP,1539.699951171875,39.02915,8.008009,0.21473,0.262,0.24951,0.14333001,0.203,0.797,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,1,1,1,70.67,86.34,90.72,85.63,78.505,81.66,HIGH GROWTH
JSWSTEEL,3186979241984.0,MEGA CAP,1305.800048828125,14.314843,3.1854222,0.27261,94.155,0.12673001,0.12031999,0.142,9.918,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,0,61.67,98.86,94.44,65.62,80.265,81.64,HIGH GROWTH
PRESTIGE,594192367616.0,LARGE CAP,1379.5,49.783474,3.754232,0.07998,105.493,0.19827,0.094239995,1.665,9.017,Misc,Real Estate,Real Estate - Diversified,2026-06-02,Real Estate - Diversified,0,1,0,97.57,98.55,23.1,80.5,98.06,81.31,HIGH GROWTH
WAAREERTL,101168463872.0,MID CAP,969.5499877929688,21.127697,15.352641,0.11156999,15.598,0.18571,-0.34030998,1.312,0.667,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,1,0,96.73,84.3,50.02,78.74,90.515,81.24,HIGH GROWTH
AEROFLEX,53785841664.0,SMALL CAP,406.45001220703125,95.187355,11.78355,0.14062999,1.988,0.17672001,0.12564999,0.372,0.564,Misc,Industrials,Metal Fabrication,2026-06-02,Metal Fabrication,0,1,0,83.87,82.01,76.9,77.72,82.94,81.21,HIGH GROWTH
INDOTHAI,29440702464.0,SMALL CAP,228.89999389648438,43.35227,10.349036,0.28285998,8.366,0.84295,0.65086,5.351176299999867,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,1,99.51,50.02,95.03,98.59,74.765,81.2,HIGH GROWTH
MTARTECH,217993232384.0,MID CAP,7087.0,230.62155,29.300137,0.11156999,25.061,0.19854,0.084259994,0.593,1.173,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,90.92,89.43,50.02,80.54,90.17500000000001,81.18,HIGH GROWTH
PLATIND,12296072192.0,SMALL CAP,217.0500030517578,26.454715,2.6858637,0.12031,2.293,0.10383,0.11535,0.368,1.371,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,83.48,90.92,70.6,58.83,87.2,81.04,HIGH GROWTH
CEINSYS,19993372672.0,SMALL CAP,954.9000244140625,14.077842,2.5990534,0.24595,8.43,0.22002001,0.20194,0.199,0.681,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,1,1,70.09,84.46,93.03,83.36,77.275,81.03,HIGH GROWTH
SBC,17514268672.0,SMALL CAP,36.779998779296875,96.789474,24.684563,0.11156999,281.519,0.13818,0.07017,0.5,2.274,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,1,0,88.49,94.52,50.02,69.09,91.505,80.97,HIGH GROWTH
M&M,3594601889792.0,MEGA CAP,2993.60009765625,19.68567,3.5932486,0.18754,125.066,0.16398,0.08461001,0.309,0.448,Automobiles,Consumer Cyclical,Auto Manufacturers,2026-06-02,Passenger Vehicles,0,1,1,80.44,79.33,86.96,75.45,79.88499999999999,80.86,HIGH GROWTH
CEMPRO,177301962752.0,MID CAP,1032.0999755859375,29.573065,7.3872867,0.28208,37.711,0.1073,0.05941,0.199,1.134,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,1,0,70.09,89.23,94.99,60.22,79.66,80.78,HIGH GROWTH
KRN,67066970112.0,SMALL CAP,1079.0,92.380135,12.688295,0.14258,32.633,0.15363,0.12743,0.365,0.569,Misc,Technology,Electronic Components,2026-06-02,Electronic Components,0,1,0,83.32,82.18,77.41,73.34,82.75,80.74,HIGH GROWTH
SYRMA,222828576768.0,MID CAP,1156.800048828125,68.28808,7.6692057,0.14142999,13.045,0.104270004,0.06594,0.584,0.437,Misc,Technology,Electronic Components,2026-06-02,Electronic Components,0,1,0,90.68,79.07,77.06,59.03,84.875,80.73,HIGH GROWTH
VIJAYA,130987532288.0,MID CAP,1273.0,76.0,15.129007,0.19698,44.15,0.32452,0.21245001,0.266,0.38,Healthcare,Healthcare,Diagnostics & Research,2026-06-02,Diagnostics,0,1,1,76.86,77.33,88.18,90.45,77.095,80.65,HIGH GROWTH
GEECEE,6793175040.0,MICRO CAP,324.8500061035156,16.137606,0.813618,0.05198,29.595,0.86113,0.56249,1.034,5.059,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,1,0,95.42,97.3,16.56,98.63,96.36,80.63,HIGH GROWTH
RBLBANK,207844556800.0,MID CAP,335.70001220703125,24.290884,1.2407094,0.11156999,29.595,0.13972001,0.09082,0.408,3.679,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,1,0,85.43,96.48,50.02,69.58,90.95500000000001,80.63,HIGH GROWTH
AJMERA,22572460032.0,SMALL CAP,114.69999694824219,15.072272,1.611385,0.11054,46.832,0.24538,0.13738,1.848,1.205,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,1,0,97.81,89.74,31.99,85.47,93.775,80.59,HIGH GROWTH
