SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK,VALUATION_SCORE,VALUATION_RANK,VALUATION_STATUS,ROE_FACTOR,MARGIN_FACTOR,DEBT_FACTOR,QUALITY_FACTOR,REVENUE_FACTOR,EARNINGS_FACTOR,GROWTH_FACTOR,PE_FACTOR,PB_FACTOR,VALUE_FACTOR,PROMOTER_FACTOR,FII_FACTOR,OWNERSHIP_FACTOR,FACTOR_SCORE,FACTOR_RANK,FACTOR_GRADE
WILLAMAGOR,313023200.0,MICRO CAP,1.8783695,-0.17289689,0.0,0.0,0.64018995,8.484119,0.878,2.964,28.57,OTHERS,Financial Services,Credit Services,2026-05-11,87.8,296.4,192.1,137,0.0,64.018995,848.4119,0.0,231.3086735,12,56.64,11.47,4.38,6.74,23.686,900,4581.674122718724,39,UNDERVALUED,42.27386934673367,96.39865996649917,93.27889447236181,74.12479061976549,93.57202680067002,94.72361809045226,94.14782244556113,99.17312661498708,96.76320272572401,97.96816467035555,74.12060301507537,52.2822445561139,63.20142378559464,82.71570161078803,1,ELITE
JPOLYINVST,11592555520.0,SMALL CAP,1.304024,0.7082688,0.0,1.433,0.9999,0.89158,122.309,19.995,1102.8,OTHERS,Financial Services,Asset Management,2026-05-11,12230.9,1999.5,7115.2,8,0.0,99.99,89.158,1.433,52.14319999999999,34,62.41,7.4,5.78,2.09,25.2995,622,46072.95132906517,9,UNDERVALUED,42.27386934673367,99.41373534338358,78.64321608040201,72.4036850921273,99.91624790619765,98.99497487437185,99.45561139028476,99.328165374677,84.96592844974447,92.14704691221073,91.08040201005025,29.355108877721943,60.2177554438861,82.03074941594298,2,ELITE
UYFINCORP,2743236864.0,MICRO CAP,8.583334,0.78970426,0.0,1.149,0.52711,0.29483998,1.724,7.0,14.42,OTHERS,Financial Services,Credit Services,2026-05-11,172.4,700.0,436.2,64,0.0,52.711,29.483998,1.149,23.0693995,132,53.61,10.53,4.38,2.44,22.773499999999995,1083,2489.2508503921954,62,UNDERVALUED,42.27386934673367,94.72361809045226,79.52261306532662,70.7035175879397,97.19430485762143,97.571189279732,97.38274706867671,92.3514211886305,82.45315161839864,87.40228640351457,65.7035175879397,45.30988274706868,55.50670016750419,79.00767671118868,3,STRONG
STEL,8810609664.0,SMALL CAP,29.70753,0.47491333,0.0,0.0,0.99123,0.41662997,55.585,135.4,477.4,OTHERS,Financial Services,Asset Management,2026-05-11,5558.5,13540.0,9549.25,5,0.0,99.123,41.662997,0.0,40.15264925,58,50.98,13.87,1.29,0.54,22.2725,1170,13737.81689236216,18,UNDERVALUED,42.27386934673367,99.37185929648241,93.27889447236181,75.3140703517588,99.87437185929649,99.79061976549414,99.83249581239531,46.09819121447028,89.90630323679727,68.00224722563378,57.60050251256281,66.4572864321608,62.028894472361806,78.55019818884536,4,STRONG
MAHABANK,626246352896.0,LARGE CAP,8.927631,1.8838935,0.22659999,0.0,0.5789,0.49278998,0.382,0.364,81.42,BANKING,Financial Services,Banks - Regional,2026-05-11,38.2,36.4,37.3,569,22.659999,57.89,49.278998,0.0,37.61774915,67,24.67,40.84,12.94,9.72,23.1495,1021,142.7218223796443,372,UNDERVALUED,96.90117252931323,95.85427135678391,93.27889447236181,95.75795644891123,83.73115577889448,76.15159128978225,79.94137353433837,91.7829457364341,58.688245315161836,75.23559552579798,6.658291457286432,97.44556113902848,52.05192629815746,78.16730335976597,5,STRONG
CORALFINAC,1387605632.0,MICRO CAP,9.617319,0.6441414,0.0,0.0,0.85666,0.70418,0.247,0.603,34.43,REALTY,Real Estate,Real Estate Services,2026-05-11,24.7,60.3,42.5,515,0.0,85.666,70.418,0.0,43.3043,51,58.03,13.97,7.4,9.28,25.4235,601,238.8309474244834,254,UNDERVALUED,42.27386934673367,98.36683417085426,93.27889447236181,74.91206030150754,73.53433835845897,82.24455611390285,77.8894472361809,90.2842377260982,86.54173764906304,88.41298768758062,78.22445561139028,67.29480737018424,72.75963149078726,78.07497609698011,6,STRONG
TATAINVEST,353028669440.0,LARGE CAP,81.70375,1.1098845,0.01438,0.0,0.73079,1.07488,1.539,0.689,697.75,OTHERS,Financial Services,Asset Management,2026-05-11,153.9,68.89999999999999,111.4,225,1.438,73.07900000000001,107.488,0.0,49.299,39,49.76,38.02,10.52,9.08,30.544,194,52.818129602585344,931,FAIR VALUE,83.96147403685093,97.15242881072027,93.27889447236181,91.10134003350085,96.85929648241206,83.96147403685093,90.4103852596315,11.576227390180877,74.53151618398637,43.05387178708362,53.85259631490788,95.60301507537689,74.72780569514238,78.0098530843849,7,STRONG
NAHARCAP,4391682048.0,MICRO CAP,6.6358805,0.26645356,0.0,0.362,0.78769994,1.35098,2.005,1.018,262.25,OTHERS,Financial Services,Capital Markets,2026-05-11,200.5,101.8,151.15,175,0.0,78.769994,135.098,0.362,57.3692982,29,42.54,11.59,9.03,1.81,20.4425,1448,578.8430982277163,142,UNDERVALUED,42.27386934673367,97.73869346733667,83.33333333333334,72.67169179229481,97.7177554438861,87.98157453936348,92.84966499162479,95.55555555555556,93.14310051107326,94.3493280333144,32.70519262981574,53.07788944723618,42.89154103852596,77.10458084954395,8,STRONG
VIJIFIN,617024960.0,MICRO CAP,48.111107,2.939579,0.08825,31.027,0.86291003,0.41875,1.619,2.12,4.33,OTHERS,Financial Services,Credit Services,2026-05-11,161.9,212.0,186.95,141,8.825,86.291003,41.875,31.027,36.342100900000005,71,64.2,13.73,3.06,9.93,26.361,497,143.2309585627577,370,UNDERVALUED,87.60469011725294,98.53433835845897,41.79229480737018,82.81407035175882,97.11055276381909,93.17420435510888,95.14237855946399,24.96124031007752,41.35434412265758,33.157792216367554,96.75460636515912,65.66164154103853,81.20812395309883,76.26011790726011,9,STRONG
NBIFIN,6067193856.0,SMALL CAP,39.66197,0.18859228,0.0,0.0,0.91564006,0.65801,14.279,18.254,2053.3,OTHERS,Financial Services,Capital Markets,2026-05-11,1427.9,1825.4,1626.65,23,0.0,91.564006,65.801,0.0,43.9194518,50,58.05,8.34,7.01,4.06,24.166,814,1540.799945725198,81,UNDERVALUED,42.27386934673367,98.86934673366834,93.27889447236181,75.11306532663318,99.49748743718592,98.95309882747068,99.2252931323283,32.55813953488372,94.20783645655877,63.382987995721244,78.26633165829145,33.584589614740366,55.92546063651591,76.16319726413587,10,STRONG
ALMONDZ,2906846464.0,MICRO CAP,9.789474,1.076735,0.0,18.84,0.17559999,0.17528,0.567,4.214,16.74,OTHERS,Financial Services,Capital Markets,2026-05-11,56.7,421.4,239.05,112,0.0,17.559999,17.528,18.84,7.765999699999998,594,56.19,14.17,4.71,4.66,24.628999999999994,740,1323.3350852480742,88,UNDERVALUED,42.27386934673367,74.87437185929649,52.09380234505863,57.27805695142379,89.25879396984925,96.27303182579564,92.76591289782245,89.92248062015504,75.51107325383305,82.71677693699405,73.19932998324958,68.40452261306532,70.80192629815745,75.71693160180418,11,STRONG
BFINVEST,16121744384.0,SMALL CAP,9.807516,0.22755378,0.0,0.0,0.88439006,2.48617,0.092,11.758,428.0,OTHERS,Financial Services,Asset Management,2026-05-11,9.2,1175.8,592.5,47,0.0,88.43900599999999,248.617,0.0,88.6859518,19,51.99,13.95,9.6,3.34,24.4475,767,3732.544831462767,45,UNDERVALUED,42.27386934673367,98.70184254606366,93.27889447236181,75.0460636515913,47.96901172529313,98.49246231155779,73.23073701842546,89.81912144702842,93.56899488926746,91.69405816814793,60.6574539363484,67.0644891122278,63.860971524288104,75.59404613949224,12,STRONG
TMB,107908603904.0,MID CAP,8.066406,1.1038487,0.13992,0.0,0.54293,0.39859,0.235,0.28,681.45,BANKING,Financial Services,Banks - Regional,2026-05-11,23.5,28.000000000000004,25.75,739,13.992,54.293,39.859,0.0,31.14985,86,32.53,20.08,10.7,0.09,20.0755,1525,136.27207203381488,383,UNDERVALUED,91.58291457286433,94.89112227805695,93.27889447236181,93.24539363484088,72.27805695142379,72.2571189279732,72.2675879396985,92.91989664082688,74.74446337308348,83.83218000695518,10.552763819095476,79.81574539363484,45.18425460636516,75.45718139502588,13,STRONG
OBEROIRLTY,594380587008.0,LARGE CAP,23.701609,3.550531,0.14913,15.765,0.52986,0.41727,0.521,0.624,1634.7,REALTY,Real Estate,Real Estate - Development,2026-05-11,52.1,62.4,57.25,403,14.913000000000002,52.986,41.727,15.765,29.9706,90,52.94,22.0,12.51,5.62,27.6945,366,89.1190691797876,617,UNDERVALUED,92.46231155778895,94.80737018425461,54.85762144053601,85.87939698492464,88.37939698492463,82.6214405360134,85.50041876046902,57.312661498708,34.667802385008514,45.990231941858255,63.44221105527639,83.24958123953098,73.34589614740369,75.28117034147049,14,STRONG
CAPITALSFB,13350848512.0,SMALL CAP,9.454809,0.93128246,0.099259995,0.0,0.38409,0.28381002,0.689,0.167,293.95,BANKING,Financial Services,Banks - Regional,2026-05-11,68.89999999999999,16.7,42.8,510,9.9259995,38.409,28.381002,0.0,22.092050325,145,21.68,14.42,8.28,4.41,13.542999999999996,2266,89.43320110080063,615,UNDERVALUED,88.2747068676717,91.66666666666666,93.27889447236181,90.6323283082077,91.49916247906198,65.80820770519263,78.6536850921273,90.80103359173125,78.62010221465077,84.71056790319102,5.234505862646566,69.9748743718593,37.604690117252936,75.24885562418929,15,STRONG
LLOYDSENT,109133193216.0,MID CAP,23.211039,2.2692356,0.09865,14.694,0.13791999,0.12979999,0.615,5.88,71.49,METALS,Basic Materials,Steel,2026-05-11,61.5,588.0,324.75,88,9.865,13.791999,12.979999,14.694,9.36594945,499,50.32,22.51,6.99,6.84,25.4285,599,774.9268419430579,119,UNDERVALUED,88.23283082077053,66.1641541038526,56.03015075376885,72.96482412060303,90.34757118927973,97.02680067001675,93.68718592964825,58.6046511627907,51.74616695059625,55.175409056693475,55.799832495812396,84.12897822445561,69.96440536013401,75.02356589844088,16,STRONG
PSB,176467214336.0,MID CAP,13.370968,1.2784661,0.096190006,0.0,0.41716,0.25620002,0.338,0.291,24.87,BANKING,Financial Services,Banks - Regional,2026-05-11,33.800000000000004,29.1,31.450000000000003,638,9.6190006,41.716,25.620002,0.0,22.28645071,138,23.6,23.86,5.5,7.67,16.026,2126,91.74788672066065,597,UNDERVALUED,87.89782244556113,93.17420435510888,93.27889447236181,91.08458961474037,81.4070351758794,73.09463986599664,77.25083752093802,82.0671834625323,69.8892674616695,75.97822546210091,5.9045226130653266,85.678391959799,45.79145728643216,74.85456469041013,17,STRONG
SILINV,5128925696.0,SMALL CAP,11.591236,0.17819363,0.0,0.0,0.89596003,0.64116997,0.217,0.41,484.05,OTHERS,Financial Services,Asset Management,2026-05-11,21.7,41.0,31.35,640,0.0,89.596003,64.116997,0.0,42.90805015,52,51.46,12.86,7.65,0.81,23.7005,896,277.9217237429013,224,UNDERVALUED,42.27386934673367,98.78559463986599,93.27889447236181,75.07956448911223,70.16331658291458,77.84757118927973,74.00544388609715,86.56330749354005,94.2504258943782,90.40686669395913,58.91959798994974,60.699329983249584,59.80946398659967,74.76876864867458,18,STRONG
MUTHOOTFIN,1380328931328.0,LARGE CAP,15.84205,3.8750105,0.26691,384.601,0.75657,0.51138,0.765,0.975,3438.2,OTHERS,Financial Services,Credit Services,2026-05-11,76.5,97.5,87.0,293,26.691,75.657,51.13799999999999,384.601,6.36334999999999,688,43.35,43.52,26.38,2.27,34.596500000000006,84,194.9020358284624,294,UNDERVALUED,97.61306532663316,97.36180904522614,2.3031825795644894,78.45058626465662,92.69262981574539,87.58375209380235,90.13819095477388,75.45219638242894,31.643952299829643,53.54807434112929,35.40619765494137,99.07872696817421,67.24246231155779,74.73474049636657,19,STRONG
BIRLAMONEY,8284249088.0,SMALL CAP,14.15058,2.7632225,0.21804,734.586,0.27535,0.17396,0.429,1.006,146.6,OTHERS,Financial Services,Capital Markets,2026-05-11,42.9,100.6,71.75,343,21.804,27.535,17.396,734.586,-53.21770000000001,2304,61.42,11.67,9.17,7.87,26.503500000000003,479,226.96110523567717,263,UNDERVALUED,96.64991624790619,85.63651591289782,0.9631490787269681,73.10720268006699,85.34338358458962,87.85594639865997,86.59966499162479,80.0,43.86712095400341,61.933560477001706,88.44221105527639,53.55946398659967,71.00083752093803,74.49893990109548,20,STRONG
ANTELOPUS,24089731072.0,SMALL CAP,14.592118,3.6750543,0.14705,0.542,0.47985,0.32132,0.653,1.589,685.1,POWER,Energy,Oil & Gas E&P,2026-05-11,65.3,158.9,112.1,224,14.704999999999998,47.985,32.132,0.542,27.521049999999995,96,50.13,7.46,2.98,1.94,20.3345,1467,337.58756409380493,197,UNDERVALUED,92.29480737018424,94.13735343383584,82.32830820770519,91.03852596314908,90.95477386934674,91.33165829145729,91.14321608040201,78.86304909560724,33.603066439523,56.233057767565114,55.29731993299832,29.81574539363484,42.55653266331658,74.41244069924166,21,STRONG
MAZDOCK,1034992418816.0,LARGE CAP,40.065586,10.608266,0.2877,4.481,0.19434999,0.18263,0.302,1.09,2565.8,DEFENCE,Industrials,Aerospace & Defense,2026-05-11,30.2,109.0,69.60000000000001,354,28.77,19.434999,18.263,4.481,20.0176497,181,64.84,43.14,29.23,2.81,42.6625,1,85.44252445352443,645,UNDERVALUED,98.07370184254607,77.68006700167504,70.30988274706867,84.3634840871022,78.91541038525963,88.48408710217755,83.6997487437186,32.19638242894057,8.560477001703577,20.37842971532207,98.78559463986599,98.78559463986599,98.78559463986599,74.25177472028385,22,STRONG
GICRE,686058110976.0,LARGE CAP,7.1281443,0.68912715,0.10142,0.0,0.17906,0.18316999,0.116,0.029,391.05,OTHERS,Financial Services,Insurance - Reinsurance,2026-05-11,11.6,2.9000000000000004,7.250000000000001,1239,10.142,17.906,18.316999,0.0,13.500749749999995,316,49.12,33.75,21.35,0.07,32.6475,115,61.35002933324506,861,FAIR VALUE,88.44221105527639,75.2931323283082,93.27889447236181,84.1499162479062,53.55946398659967,55.86264656616415,54.71105527638191,94.5219638242894,85.6473594548552,90.0846616395723,52.07286432160804,93.34170854271356,72.7072864321608,74.21668107163305,23,STRONG
BANDHANBNK,324177199104.0,LARGE CAP,26.547493,1.265884,0.04877,0.0,0.26448,0.12972,1.193,0.68,201.23,BANKING,Financial Services,Banks - Regional,2026-05-11,119.3,68.0,93.65,271,4.877,26.448,12.972,0.0,12.88435,342,13.89,25.82,17.55,5.7,16.424999999999997,2089,102.04900171327397,514,UNDERVALUED,85.34338358458962,84.88274706867671,93.27889447236181,86.74623115577889,95.64489112227805,83.79396984924622,89.71943048576213,51.11111111111111,70.35775127768314,60.73443119439712,1.8006700167504188,88.60971524288107,45.20519262981574,74.12762325730488,24,STRONG
AVONMORE,3355176704.0,MICRO CAP,14.679012,0.8623441,0.0,5.155,0.20926,0.14257,0.559,31.0,11.89,OTHERS,Financial Services,Capital Markets,2026-05-11,55.900000000000006,3100.0,1577.95,24,0.0,20.926,14.257,5.155,9.32655,503,56.01,9.08,8.25,4.54,23.936,851,6373.090139532508,33,UNDERVALUED,42.27386934673367,79.52261306532662,68.80234505862647,62.47906197654942,89.0284757118928,99.28810720268007,94.15829145728642,78.55297157622739,80.49403747870528,79.52350452746634,72.61306532663316,36.85092127303183,54.731993299832496,73.84230559561053,25,STRONG
VSTIND,44191555584.0,SMALL CAP,15.145265,3.4867234,0.21114,0.0,0.31738,0.19955999,0.309,1.195,260.65,FMCG,Consumer Defensive,Tobacco,2026-05-11,30.9,119.5,75.2,333,21.114,31.738,19.955999,0.0,21.90029975,148,49.9,9.7,1.51,0.33,20.7195,1405,247.95280024595516,248,UNDERVALUED,96.27303182579564,88.52596314907872,93.27889447236181,92.57537688442211,79.48073701842546,89.15410385259631,84.31742043551088,77.31266149870801,35.26405451448041,56.28835800659421,54.061976549413735,40.01256281407035,47.037269681742046,73.73296473364715,26,STRONG
ASHOKAMET,411434144.0,MICRO CAP,5.656357,0.37458465,0.08558,43.157,0.36486998,0.28937,0.567,0.0,16.46,METALS,Basic Materials,Steel,2026-05-11,56.7,0.0,28.35,691,8.558,36.486998,28.937,43.157,16.8599494,228,58.85,9.44,2.32,7.24,23.2855,995,92.46416275069528,592,UNDERVALUED,87.47906197654942,91.24790619765494,33.040201005025125,78.09882747068677,89.25879396984925,40.619765494137354,64.93927973199331,96.95090439276485,91.90800681431006,94.42945560353746,80.4857621440536,38.5678391959799,59.52680067001675,73.70268341551487,27,STRONG
COALINDIA,2862279294976.0,LARGE CAP,9.200674,2.4029906,0.28124002,11.629,0.20922,0.18465,0.162,0.129,464.45,POWER,Energy,Thermal Coal,2026-05-11,16.2,12.9,14.55,1006,28.124002,20.922,18.465,11.629,19.5733507,184,51.99,42.74,28.06,7.47,37.2865,36,58.8940868106483,887,FAIR VALUE,97.90619765494138,79.48073701842546,59.71524288107203,82.89782244556115,61.59966499162479,63.14907872696818,62.37437185929649,91.26614987080104,50.0,70.63307493540051,60.6574539363484,98.53433835845897,79.59589614740369,73.62745250801814,28,STRONG
TIPSMUSIC,83825565696.0,MID CAP,38.596233,32.24577,0.92331004,1.962,0.73416,0.5772,0.324,0.935,655.75,OTHERS,Communication Services,Entertainment,2026-05-11,32.4,93.5,62.95,376,92.331004,73.416,57.720000000000006,1.962,68.5744514,23,59.5,23.59,14.8,0.22,31.58,159,74.64221138823443,746,UNDERVALUED,99.87437185929649,97.23618090452261,76.8425460636516,94.21273031825797,80.3391959798995,87.14405360134003,83.74162479061977,33.695090439276484,1.1073253833049403,17.40120791129071,82.22361809045226,85.3643216080402,83.79396984924622,73.62534208477071,29,STRONG
M&MFIN,468346208256.0,LARGE CAP,16.165466,1.7556882,0.11856,428.025,0.44451,0.29518,0.403,0.826,337.05,OTHERS,Financial Services,Credit Services,2026-05-11,40.3,82.6,61.45,385,11.856,44.451,29.518,428.025,-17.938100000000002,2164,39.0,41.1,22.22,4.45,31.09,176,172.8514621467882,321,UNDERVALUED,89.9497487437186,93.92797319932998,2.051926298157454,73.96147403685093,84.27554438860972,85.80402010050251,85.03978224455611,74.4702842377261,61.158432708688245,67.81435847320718,22.82244556113903,97.571189279732,60.196817420435515,73.30261206315066,30,STRONG
TAINWALCHM,1931109376.0,MICRO CAP,18.154049,1.1224562,0.0,0.0,0.15751,0.48729,1.196,20.294,206.23,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,119.6,2029.4,1074.5,32,0.0,15.751,48.729,0.0,16.90755,227,43.13,14.44,3.7,3.55,19.9975,1533,3382.562484960529,51,UNDERVALUED,42.27386934673367,70.93802345058626,93.27889447236181,63.94053601340033,95.70770519262982,99.03685092127303,97.37227805695142,69.45736434108527,74.190800681431,71.82408251125813,34.7571189279732,70.03768844221105,52.39740368509213,73.23814146037557,31,STRONG
UNIDT,4117880064.0,MICRO CAP,22.89165,1.524779,0.0,11.201,0.15541,0.106979996,0.491,1.053,202.82,POWER,Energy,Oil & Gas Equipment & Services,2026-05-11,49.1,105.3,77.2,321,0.0,15.541,10.6979996,11.201,6.216699899999999,711,66.99,14.84,3.84,4.2,28.4385,313,159.4202607074528,338,UNDERVALUED,42.27386934673367,70.2680067001675,60.42713567839196,57.10217755443887,87.47906197654942,88.2747068676717,87.87688442211055,59.17312661498708,64.86371379897786,62.01842020698247,99.49748743718592,72.38274706867671,85.94011725293132,73.08542608494758,32,STRONG
SATIN,23612225536.0,SMALL CAP,12.295533,0.9013351,0.0,367.777,0.317,0.15173,0.616,4.031,214.68,OTHERS,Financial Services,Credit Services,2026-05-11,61.6,403.1,232.35,114,0.0,31.7,15.173,367.777,-23.474450000000004,2216,55.06,12.52,5.24,1.23,24.214,805,1020.0650926843152,103,UNDERVALUED,42.27386934673367,88.48408710217755,2.512562814070352,52.80569514237856,90.41038525963148,95.93802345058626,93.17420435510887,84.65116279069768,79.68483816013628,82.16800047541699,69.63986599664992,58.563651591289776,64.10175879396985,73.04792170312359,33,STRONG
AFIL,3840749568.0,MICRO CAP,10.227273,0.8965037,0.10501,118.754,0.56568,0.50541,0.466,0.646,9.0,OTHERS,Financial Services,Credit Services,2026-05-11,46.6,64.60000000000001,55.60000000000001,410,10.501,56.568,50.541,118.754,21.4056,154,37.68,12.6,4.04,9.16,17.062,2012,226.86777022472344,264,UNDERVALUED,88.73534338358459,95.47738693467338,10.678391959798995,75.820770519263,86.7252931323283,83.16582914572864,84.94556113902847,89.04392764857882,79.7274275979557,84.38567762326726,19.28391959798995,59.191792294807364,39.23785594639865,72.95460621142063,34,STRONG
METROGLOBL,1632577920.0,MICRO CAP,16.607277,0.40022132,0.0,0.936,0.14220001,0.03994,0.224,1.206,132.36,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,22.4,120.6,71.5,345,0.0,14.220000999999998,3.994,0.936,5.170900299999999,788,64.98,10.3,9.65,7.7,27.4755,380,295.2234129426709,220,UNDERVALUED,42.27386934673367,67.50418760469012,80.40201005025126,59.99162479061977,71.16834170854271,89.25879396984925,80.21356783919597,73.38501291989664,91.31175468483816,82.34838380236741,99.32998324958125,44.03266331658291,71.68132328308208,72.86749920603462,35,STRONG
HINDCOMPOS,6654911488.0,SMALL CAP,21.375711,0.5811989,0.0279,0.147,0.12944001,0.082959995,0.176,0.928,450.6,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,17.599999999999998,92.8,55.2,415,2.79,12.944001,8.295999499999999,0.147,6.919000175,649,50.65,13.77,4.44,8.11,22.1575,1191,183.73000570364687,309,UNDERVALUED,84.58961474036852,63.5678391959799,84.67336683417085,76.19765494137354,63.735343383584585,87.01842546063652,75.37688442211055,62.63565891472869,87.86201022146508,75.24883456809688,56.53266331658291,65.95477386934674,61.243718592964825,72.77087244125757,36,STRONG
AHLWEST,5645593600.0,SMALL CAP,10.616783,-12.497743,0.0,0.0,0.35356,0.12409,0.007,3.242,484.55,FMCG,Consumer Cyclical,Lodging,2026-05-11,0.7000000000000001,324.2,162.45,163,0.0,35.356,12.409,0.0,13.70905,304,59.72,11.3,4.62,6.72,24.775,708,917.463898362614,109,UNDERVALUED,42.27386934673367,90.49413735343383,93.27889447236181,71.76298157453937,31.67922948073702,95.10050251256281,63.38986599664992,88.42377260981912,99.40374787052811,93.91376024017362,82.85175879396985,51.42378559463987,67.13777219430486,72.75616075825249,37,STRONG
CUB,188893593600.0,MID CAP,14.25687,1.8977797,0.13241,0.0,0.48056,0.37617,0.236,0.251,254.2,BANKING,Financial Services,Banks - Regional,2026-05-11,23.6,25.1,24.35,783,13.241,48.056,37.617,0.0,28.4554,92,25.57,24.6,8.8,9.17,17.612499999999997,1935,71.4302535177761,791,UNDERVALUED,90.9966499162479,94.17922948073702,93.27889447236181,92.72613065326634,72.44556113902848,70.56113902847572,71.50335008375211,79.79328165374677,58.34752981260647,69.07040573317661,6.95142378559464,87.31155778894473,47.13149078726968,72.5092235251948,38,STRONG
CENTRALBK,322591948800.0,LARGE CAP,7.128,0.8147403,0.13226,0.0,0.33518,0.28488,0.123,0.261,35.64,BANKING,Financial Services,Banks - Regional,2026-05-11,12.3,26.1,19.200000000000003,884,13.226,33.518,28.488000000000003,0.0,21.8065,150,12.32,22.69,20.87,0.81,16.2555,2103,152.28170627567528,352,UNDERVALUED,90.95477386934674,89.74036850921273,93.27889447236181,90.93383584589616,54.56448911222781,71.41959798994975,62.992043551088784,94.57364341085271,81.64395229982965,88.10879785534118,1.1725293132328307,84.17085427135679,42.67169179229481,72.33386174862268,39,STRONG
PCJEWELLER,87686127616.0,MID CAP,12.9,0.8713693,0.0,22.029,0.22409001,0.21006,0.369,0.188,9.03,FMCG,Consumer Cyclical,Luxury Goods,2026-05-11,36.9,18.8,27.85,700,0.0,22.409001,21.006,22.029,9.7713003,473,55.1,24.53,12.02,4.0,29.249,255,81.25027664179876,682,UNDERVALUED,42.27386934673367,81.19765494137353,49.036850921273036,59.19597989949749,82.9355108877722,66.93886097152428,74.93718592964824,82.89405684754522,80.23850085178876,81.56627884966699,69.70268006700168,87.0393634840871,78.37102177554439,72.227409873786,40,STRONG
ENGINERSIN,139611324416.0,MID CAP,18.0,5.1448812,0.0,0.731,0.28259,0.19338,0.583,2.186,248.4,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,58.3,218.6,138.45,193,0.0,28.259,19.338,0.731,13.2391,326,58.81,14.36,18.23,3.58,29.091,265,372.3865939865304,184,UNDERVALUED,42.27386934673367,86.01340033500837,81.32328308207704,67.57956448911223,89.61474036850922,93.25795644891123,91.43634840871022,69.87080103359173,23.594548551959114,46.73267479277543,80.36013400335008,69.68174204355108,75.02093802345058,72.05549643259194,41,STRONG
BANKINDIA,654946795520.0,LARGE CAP,6.3542404,0.75771224,0.1205,0.0,0.44297,0.31186,0.089,0.067,143.86,BANKING,Financial Services,Banks - Regional,2026-05-11,8.9,6.7,7.800000000000001,1222,12.05,44.297,31.186000000000003,0.0,25.3031,113,21.52,43.09,12.47,2.37,23.3395,983,77.5202958208277,719,UNDERVALUED,90.20100502512562,93.84422110552764,93.27889447236181,92.27386934673366,47.382747068676714,58.6892797319933,53.03601340033501,96.17571059431525,83.3901192504259,89.78291492237057,4.941373534338359,98.57621440536013,51.75879396984924,71.90130660256456,42,STRONG
ICICIBANK,9076988706816.0,LARGE CAP,16.941807,2.4978995,0.16359,0.0,0.33293998,0.24929,0.669,0.084,1266.4,BANKING,Financial Services,Banks - Regional,2026-05-11,66.9,8.4,37.650000000000006,564,16.359,33.293998,24.929,0.0,21.9460994,147,21.57,26.51,21.56,5.39,20.3535,1464,29.245560506831872,1205,EXPENSIVE,93.76046901172529,89.57286432160804,93.27889447236181,91.9891122278057,91.26884422110552,59.882747068676714,75.57579564489112,72.40310077519379,48.29642248722317,60.34976163120848,5.025125628140704,88.98659966499163,47.005862646566165,71.74059721736397,43,STRONG
DBREALTY,73463578624.0,MID CAP,69.45641,1.7690932,0.0,24.791,0.17354,0.03418,1.414,13.375,135.44,REALTY,Real Estate,Real Estate - Development,2026-05-11,141.4,1337.5,739.45,43,0.0,17.354,3.418,24.791,3.5815999999999995,939,64.45,21.62,11.7,6.81,31.2875,167,595.2342009917612,139,UNDERVALUED,42.27386934673367,74.32998324958125,46.608040201005025,55.96314907872698,96.4824120603015,98.61809045226131,97.5502512562814,15.038759689922482,60.8603066439523,37.94953316693739,97.75963149078727,82.26549413735343,90.01256281407035,71.64643929670406,44,STRONG
SOUTHBANK,104756027392.0,MID CAP,7.2108107,0.9507971,0.13526,0.0,0.43144,0.28946,0.112,0.183,40.02,BANKING,Financial Services,Banks - Regional,2026-05-11,11.2,18.3,14.75,1004,13.526,43.144,28.946,0.0,24.9138,115,16.97,22.28,7.95,1.92,14.419,2233,113.23538298373848,454,UNDERVALUED,91.20603015075378,93.5929648241206,93.27889447236181,92.57537688442211,52.76381909547738,66.56197654941374,59.66289782244556,94.26356589147287,78.15161839863714,86.207592145055,2.5963149078726966,83.8358458961474,43.21608040201005,71.55621692147331,45,STRONG
