SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK,VALUATION_SCORE,VALUATION_RANK,VALUATION_STATUS,ROE_FACTOR,MARGIN_FACTOR,DEBT_FACTOR,QUALITY_FACTOR,REVENUE_FACTOR,EARNINGS_FACTOR,GROWTH_FACTOR,PE_FACTOR,PB_FACTOR,VALUE_FACTOR,PROMOTER_FACTOR,FII_FACTOR,OWNERSHIP_FACTOR,FACTOR_SCORE,FACTOR_RANK,FACTOR_GRADE
RADIANTCMS,4590574080.0,MICRO CAP,13.036364,1.7459416,0.0,57.298,0.10052,0.08455,0.069,-0.259,43.02,CAPITAL GOODS,Industrials,Specialty Business Services,2026-05-11,6.9,-25.9,-9.5,1869,0.0,10.052,8.455,57.298,-0.6004500000000013,1456,58.39,9.64,9.39,3.74,25.302,621,-39.351463267180094,2132,EXPENSIVE,42.27386934673367,53.05695142378559,26.340033500837524,43.40033500837521,43.76046901172529,15.284757118927972,29.52261306532663,82.53229974160206,61.37137989778535,71.9518398196937,78.93634840871022,39.59380234505863,59.265075376884425,48.12026746142618,1193,WEAK
NITINSPIN,27365085184.0,SMALL CAP,16.438704,1.9977263,0.0,76.458,0.110530004,0.05212,0.024,0.237,486.75,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,2.4,23.7,13.05,1042,0.0,11.0530004,5.212,76.458,-3.026899880000001,1674,51.01,2.95,2.32,4.9,18.8285,1751,60.70193880003856,868,FAIR VALUE,42.27386934673367,56.679229480737014,19.514237855946398,43.484087102177554,34.84087102177554,69.78643216080403,52.31365159128978,73.95348837209302,56.686541737649065,65.32001505487105,57.70519262981575,5.234505862646566,31.469849246231156,48.09729446826064,1194,WEAK
SALZERELEC,13651955712.0,SMALL CAP,24.969275,2.3938198,0.0,82.807,0.07119,0.032,0.242,-0.201,772.05,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,24.2,-20.1,2.049999999999999,1434,0.0,7.119000000000001,3.2,82.807,-5.3450000000000015,1858,64.68,7.69,8.79,4.31,26.7115,450,-10.015439493148502,1960,EXPENSIVE,42.27386934673367,41.87604690117253,17.75544388609715,37.21105527638191,73.11557788944724,17.462311557788944,45.28894472361809,54.05684754521963,50.170357751277685,52.11360264824866,98.40871021775544,30.757956448911223,64.58333333333333,48.089387196316395,1195,WEAK
SIGMAADV,59736453120.0,MID CAP,14.641469,8.449037,0.0,1.385,0.01726,1.38631,0.0,0.0,338.95,DEFENCE,Industrials,Aerospace & Defense,2026-05-11,0.0,0.0,0.0,1574,0.0,1.7260000000000002,138.631,1.385,35.03705,77,59.14,21.62,14.35,5.18,30.2545,210,8.331641549874595,1676,EXPENSIVE,42.27386934673367,20.18425460636516,78.93634840871022,40.77051926298158,28.58040201005025,40.619765494137354,34.6000837520938,78.6046511627907,12.393526405451448,45.49908878412108,81.28140703517587,82.26549413735343,81.77345058626466,48.065688778599764,1196,WEAK
GEEKAYWIRE,2923424256.0,MICRO CAP,9.546075,1.769693,0.20352,80.873,0.11071999,0.06689,0.017,-0.185,27.97,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,1.7000000000000002,-18.5,-8.4,1838,20.352,11.071999,6.689,80.873,4.029749699999998,905,47.6,3.89,3.6,7.72,17.955000000000002,1888,-36.99678145493387,2127,EXPENSIVE,95.89614740368509,56.90954773869347,18.174204355108877,64.7571189279732,33.458961474036855,18.21608040201005,25.837520938023452,90.3875968992248,60.81771720613288,75.60265705267884,47.8643216080402,9.631490787269682,28.74790619765494,48.04850460986575,1197,WEAK
SHREEPUSHK,12556725248.0,SMALL CAP,17.023235,2.171858,0.0,26.764,0.06493,0.075440004,0.146,0.132,388.3,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,14.6,13.2,13.9,1028,0.0,6.493,7.544000400000001,26.764,1.1575001,1236,45.56,2.87,7.09,9.66,17.6135,1933,39.42511093296854,1066,EXPENSIVE,42.27386934673367,39.23785594639866,45.142378559463985,41.63316582914573,58.94053601340033,63.274706867671696,61.107621440536015,72.04134366925065,53.36456558773425,62.70295462849245,41.66666666666667,4.794807370184254,23.23073701842546,48.008974510288105,1198,WEAK
BEARDSELL,1054545344.0,MICRO CAP,11.831859,1.2269431,0.0,36.022,0.06713,0.03201,0.028,-0.172,26.74,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,2.8000000000000003,-17.2,-7.199999999999999,1814,0.0,6.712999999999999,3.201,36.022,-0.7880500000000001,1478,56.28,10.56,5.19,6.76,23.4875,949,-15.77935285218545,2013,EXPENSIVE,42.27386934673367,40.28475711892797,37.68844221105528,40.561139028475715,35.61557788944724,18.82328308207705,27.219430485762146,86.20155038759691,71.42248722316864,78.81201880538278,73.40871021775544,45.56113902847571,59.484924623115575,47.99355953997103,1199,WEAK
GOKULAGRO,70496215040.0,MID CAP,23.536945,5.8115206,0.0,48.257,0.02327,0.01284,0.266,0.071,238.9,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,26.6,7.1,16.85,942,0.0,2.327,1.284,48.257,-3.8066,1748,43.05,14.5,5.98,6.52,20.2605,1484,15.911218695554227,1462,EXPENSIVE,42.27386934673367,22.152428810720266,30.19262981574539,31.809045226130657,75.2931323283082,58.94053601340033,67.11683417085428,57.72609819121447,20.528109028960817,39.127103610087644,34.46398659966499,70.37269681742043,52.41834170854271,47.98685288282155,1200,WEAK
SOFTTECH,6189511680.0,SMALL CAP,244.34425,3.6354544,0.0,26.731,0.13382,0.0219,0.508,6.214,447.15,IT,Technology,Software - Application,2026-05-11,50.8,621.4000000000001,336.1,83,0.0,13.382,2.19,26.731,1.889,1147,22.56,2.66,6.64,2.0,10.154,2341,84.70976595197585,650,UNDERVALUED,42.27386934673367,64.86599664991624,45.18425460636516,51.892797319932995,88.00251256281408,97.19430485762143,92.59840871021775,3.1524547803617566,34.07155025553663,18.612002517949193,5.527638190954774,3.412897822445561,4.470268006700167,47.9638159139751,1201,WEAK
RALLIS,51942641664.0,MID CAP,28.234673,2.5386117,0.09323,2.986,-0.06579,0.06351,0.061,0.0,267.1,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,6.1,0.0,3.05,1394,9.323,-6.579,6.351,2.986,2.5785,1064,46.05,11.8,10.27,7.98,21.427,1300,14.296703964728833,1515,EXPENSIVE,87.77219430485762,10.09212730318258,73.74371859296483,53.89447236180905,42.19011725293132,40.619765494137354,41.40494137353434,48.63049095607235,47.44463373083475,48.03756234345355,43.19514237855947,54.39698492462311,48.79606365159129,47.95654931961199,1202,WEAK
BELLACASA,3470040064.0,MICRO CAP,17.303072,2.1950107,0.0,49.781,0.074889995,0.05066,0.112,0.252,259.2,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,11.2,25.2,18.2,914,0.0,7.4889995,5.066,49.781,-1.46490015,1543,46.74,2.81,4.45,8.0,17.514499999999998,1954,59.67075111128251,880,FAIR VALUE,42.27386934673367,43.50921273031826,29.64824120603015,40.242881072026805,52.76381909547738,70.66582914572864,61.71482412060301,71.26614987080103,52.89608177172062,62.08111582126082,44.93299832495812,4.459798994974874,24.696398659966498,47.94281445403441,1203,WEAK
NTPC,3810305245184.0,LARGE CAP,21.75803,1.9823835,0.0,118.127,0.18428,0.12892,0.08,-0.016,392.95,IT,Utilities,Utilities - Regulated Electric,2026-05-11,8.0,-1.6,3.2,1387,0.0,18.428,12.892,118.127,-3.0612999999999992,1679,28.69,36.32,17.1,2.03,25.0095,668,14.765617524911246,1501,EXPENSIVE,42.27386934673367,76.17252931323283,10.845896147403684,49.547738693467345,45.74958123953099,26.423785594639863,36.086683417085425,61.912144702842376,56.899488926746166,59.40581681479427,8.626465661641541,94.80737018425461,51.71691792294808,47.9148735807143,1204,WEAK
TARSONS,11705381888.0,SMALL CAP,57.441254,1.8811135,0.0,63.182,0.060060002,0.04911,0.128,-0.04,220.0,PHARMA,Healthcare,Medical Instruments & Supplies,2026-05-11,12.8,-4.0,4.4,1336,0.0,6.0060002,4.9110000000000005,63.182,-3.288649940000001,1708,64.85,14.66,4.02,7.41,27.3595,388,14.555273756228225,1510,EXPENSIVE,42.27386934673367,36.93467336683417,24.204355108877724,36.52428810720268,55.548576214405365,25.251256281407038,40.399916247906205,19.379844961240313,58.730834752981266,39.05533985711079,98.82747068676717,71.3358458961474,85.08165829145729,47.90466093624628,1205,WEAK
BBL,31019153408.0,SMALL CAP,23.676128,1.4128231,0.0,8.707,0.050830003,0.061669998,0.106,-0.392,2744.3,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,10.6,-39.2,-14.3,1963,0.0,5.0830003,6.166999799999999,8.707,2.19595004,1105,56.46,12.49,2.77,2.72,23.9285,853,-26.746737587158663,2080,EXPENSIVE,42.27386934673367,32.914572864321606,63.94472361809045,42.8643216080402,51.36097152428811,11.306532663316583,31.333752093802346,57.46770025839793,66.78023850085178,62.12396937962485,73.70184254606366,58.312395309882746,66.00711892797321,47.88563977207237,1206,WEAK
RPPL,1337061120.0,MICRO CAP,9.348718,0.7851328,0.0,69.557,0.05683,0.04393,-0.015,0.0,18.23,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,-1.5,0.0,-0.75,1640,0.0,5.683,4.393,69.557,-4.152550000000001,1776,45.18,13.09,5.11,1.61,20.8565,1379,45.697754098097015,994,FAIR VALUE,42.27386934673367,35.55276381909548,21.566164154103852,35.443886097152436,24.14154103852596,40.619765494137354,32.380653266331656,90.90439276485787,82.66609880749573,86.7852457861768,40.15912897822446,61.536850921273036,50.84798994974875,47.87400895623034,1207,WEAK
OMPOWER,0.0,UNKNOWN,28.506977,4.0919104,0.35826,0.0,0.12393,0.07903,0.0,0.0,183.87,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,0.0,0.0,0.0,1578,35.826,12.393,7.903,0.0,18.23275,205,37.54,7.37,9.11,1.84,17.443499999999997,1963,9.787078050948736,1635,EXPENSIVE,98.95309882747068,61.725293132328304,93.27889447236181,82.92713567839196,28.58040201005025,40.619765494137354,34.6000837520938,48.16537467700258,29.85519591141397,39.01028529420827,18.865159128978224,29.124790619765495,23.99497487437186,47.859217862861755,1208,WEAK
AUTOAXLES,27156211712.0,SMALL CAP,17.372389,2.6982186,0.0,1.472,0.09778,0.07545,0.059,-0.02,1797.0,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,5.9,-2.0,1.95,1438,0.0,9.778,7.545,1.472,4.67245,837,59.18,5.62,5.37,5.35,23.2065,1007,9.967194676000878,1630,EXPENSIVE,42.27386934673367,52.21943048576214,78.43383584589616,53.48408710217756,41.72948073701843,26.214405360134002,33.971943048576215,71.0594315245478,44.71890971039183,57.889170617469816,81.32328308207704,19.01172529313233,50.167504187604685,47.848144006241036,1209,WEAK
IDFCFIRSTB,595867598848.0,LARGE CAP,36.81915,1.2705348,0.0,0.0,0.33398,0.32775003,-0.011,-0.232,69.22,BANKING,Financial Services,Banks - Regional,2026-05-11,-1.1,-23.200000000000003,-12.150000000000002,1929,0.0,33.398,32.775003000000005,0.0,18.213150750000004,206,28.13,24.88,21.14,1.98,22.3965,1154,5.795288696908621,1737,EXPENSIVE,42.27386934673367,89.61474036850922,93.27889447236181,71.41122278056952,24.87437185929648,16.373534338358457,20.62395309882747,35.968992248062015,70.18739352640544,53.078192887233726,8.333333333333332,87.85594639865997,48.09463986599665,47.845119314465165,1210,WEAK
GEECEE,6540143104.0,SMALL CAP,29.201681,0.7851333,0.0,0.0,0.40569,0.38654,-0.722,-0.747,312.75,REALTY,Real Estate,Real Estate - Development,2026-05-11,-72.2,-74.7,-73.45,2375,0.0,40.569,38.654,0.0,21.8342,149,60.52,9.25,4.43,1.43,24.921499999999995,687,-37.16230115622861,2128,EXPENSIVE,42.27386934673367,92.58793969849246,93.27889447236181,72.60050251256283,2.051926298157454,3.371021775544389,2.7114740368509214,46.718346253229974,82.62350936967631,64.67092781145314,85.46901172529313,37.68844221105528,61.57872696817421,47.84352392074959,1211,WEAK
KEC,154928398336.0,MID CAP,22.419107,2.7449594,0.0,94.066,0.063260004,0.02839,0.122,-0.016,582.0,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,12.2,-1.6,5.3,1309,0.0,6.3260004,2.839,94.066,-6.799049880000001,1931,63.03,11.81,5.25,5.23,26.393,492,10.572284919034091,1618,EXPENSIVE,42.27386934673367,38.29564489112228,15.242881072026801,35.27638190954774,54.313232830820766,26.423785594639863,40.36850921273032,60.310077519379846,44.03747870528109,52.17377811233047,92.56700167504187,54.58542713567839,73.57621440536013,47.84346584022154,1212,WEAK
CONCOR,403657490432.0,LARGE CAP,31.566406,3.1565654,0.0,7.016,0.15624,0.14035,0.045,-0.089,530.0,CAPITAL GOODS,Industrials,Railroads,2026-05-11,4.5,-8.9,-2.2,1686,0.0,15.624,14.035,7.016,7.49435,610,43.31,37.0,13.36,4.81,29.1175,264,2.312811506276038,1795,EXPENSIVE,42.27386934673367,70.47738693467338,65.57788944723619,58.21608040201006,38.79815745393635,22.634003350083752,30.71608040201005,42.53229974160207,38.50085178875639,40.516575765179226,35.25963149078727,95.18425460636516,65.22194304857621,47.82735200395712,1213,WEAK
STYL,43608289280.0,SMALL CAP,19.701023,3.1488862,0.0,26.355,0.2242,0.15759,0.101,0.085,269.51,IT,Technology,Software - Infrastructure,2026-05-11,10.1,8.5,9.3,1172,0.0,22.42,15.759,26.355,8.030249999999999,577,21.03,7.3,2.23,7.16,9.392,2355,24.50101992674749,1286,EXPENSIVE,42.27386934673367,81.23953098827471,45.435510887772196,58.492462311557794,50.083752093802346,59.98743718592965,55.035594639866,65.73643410852713,38.62862010221465,52.182527105370895,4.606365159128979,28.60134003350084,16.60385259631491,47.8156930257643,1214,WEAK
SAMMAANCAP,166227197952.0,MID CAP,7.896026,0.52742004,0.0,203.545,0.57756,0.39868,-0.112,-0.077,145.05,NBFC,Financial Services,Mortgage Finance,2026-05-11,-11.2,-7.7,-9.45,1867,0.0,57.75599999999999,39.868,203.545,6.939299999999996,646,19.4,13.68,6.53,7.14,11.812499999999998,2302,32.69127668398831,1146,EXPENSIVE,42.27386934673367,95.81239530988275,5.778894472361809,56.390284757118934,15.326633165829145,23.26214405360134,19.29438860971524,93.07493540051681,88.79897785349233,90.93695662700458,3.8525963149078724,65.32663316582915,34.58961474036851,47.81071628352487,1215,WEAK
TAJGVK,20033128448.0,SMALL CAP,16.055277,2.9021974,0.0,11.957,0.28652,0.2613,0.06,-0.102,319.5,FMCG,Consumer Cyclical,Lodging,2026-05-11,6.0,-10.2,-2.1,1683,0.0,28.652,26.13,11.957,13.9324,298,35.11,13.39,8.69,2.03,18.275,1842,-6.230766494920509,1914,EXPENSIVE,42.27386934673367,86.22278056951423,59.42211055276382,63.28308207705192,41.980737018425465,21.838358458961473,31.90954773869347,74.88372093023256,41.90800681431005,58.395863872271306,12.081239530988274,63.60971524288107,37.845477386934675,47.806057196564815,1216,WEAK
SANOFI,75243347968.0,MID CAP,24.279877,10.0431595,0.0,2.376,0.28329,0.17465,-0.119,-0.141,3267.1,PHARMA,Healthcare,Drug Manufacturers - General,2026-05-11,-11.9,-14.099999999999998,-12.999999999999998,1943,0.0,28.329,17.465,2.376,12.62735,354,59.61,19.34,14.95,3.11,30.092,219,-12.787271954527348,1990,EXPENSIVE,42.27386934673367,86.13902847571188,75.37688442211056,66.44053601340033,14.30067001675042,20.058626465661643,17.17964824120603,55.76227390180879,9.625212947189098,32.69374342449895,82.60050251256281,79.08291457286433,80.84170854271358,47.79314566982441,1217,WEAK
MAHLOG,38210576384.0,SMALL CAP,1604.5834,4.84561,0.01279,46.725,0.02527,0.00033,0.201,0.289,385.1,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,20.1,28.9,24.5,778,1.279,2.527,0.033,46.725,-3.4585000000000004,1720,55.12,6.43,9.76,7.6,22.901,1069,6.756426731676461,1706,EXPENSIVE,83.75209380234506,22.82244556113903,30.82077051926298,48.79396984924624,68.42546063651591,72.92713567839196,70.67629815745394,0.8785529715762275,24.95741056218058,12.917981766878404,69.87018425460636,23.785594639865998,46.827889447236174,47.79025464483297,1218,WEAK
SIYSIL,26507472896.0,SMALL CAP,12.911602,1.9613932,0.0,30.58,0.077010006,0.08356,0.093,-0.08,584.25,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,9.3,-8.0,0.6500000000000004,1483,0.0,7.7010006,8.356,30.58,1.3413001800000002,1215,60.82,4.81,5.16,8.03,23.217,1006,-0.1946942896740857,1844,EXPENSIVE,42.27386934673367,44.5142378559464,42.16917922948073,43.14907872696818,48.22026800670017,22.98994974874372,35.605108877721946,82.7390180878553,57.41056218057922,70.07479013421727,86.59966499162479,14.845058626465663,50.722361809045225,47.78568667005953,1219,WEAK
CYIENT,101575876608.0,MID CAP,23.864815,1.7884436,0.077659994,6.995,0.09528,0.058870003,0.009,-0.679,919.75,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,0.8999999999999999,-67.9,-33.5,2220,7.765999399999999,9.528,5.8870003,6.995,6.348749865,691,39.95,15.53,16.52,6.05,22.1665,1189,-66.90531474769789,2207,EXPENSIVE,87.01842546063652,51.381909547738694,65.61976549413735,68.48408710217755,31.972361809045225,4.731993299832496,18.35217755443886,56.79586563307494,60.477001703577514,58.63643366832623,25.586264656616414,74.45561139028476,50.02093802345058,47.78235373534029,1220,WEAK
ALPA,1496617856.0,MICRO CAP,12.885869,0.8730499,0.0,0.0,0.029719999,0.10154,0.111,-0.787,71.13,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,11.1,-78.7,-33.800000000000004,2221,0.0,2.9719999,10.154,0.0,3.43009997,955,63.67,2.1,9.88,3.24,25.0605,658,-145.75749153766182,2280,EXPENSIVE,42.27386934673367,24.581239530988274,93.27889447236181,45.39782244556114,52.55443886097152,2.763819095477387,27.659128978224455,82.94573643410853,80.19591141396933,81.57082392403893,94.82830820770519,0.41876046901172526,47.62353433835846,47.75595707961516,1221,WEAK
SPECIALITY,5093685248.0,SMALL CAP,24.331797,1.5578208,0.0,42.426,0.10503,0.045100003,0.072,0.0,105.6,FMCG,Consumer Cyclical,Restaurants,2026-05-11,7.199999999999999,0.0,3.6,1364,0.0,10.503,4.5100003,42.426,0.035800075,1359,62.88,2.33,6.7,5.1,23.872,868,22.13456468258148,1323,EXPENSIVE,42.27386934673367,54.39698492462311,33.33333333333333,45.33500837520938,44.597989949748744,40.619765494137354,42.608877721943045,55.65891472868218,64.39522998296422,60.0270723558232,92.19011725293133,1.4656616415410386,46.82788944723618,47.754158189757604,1222,WEAK
NIBL,773200064.0,MICRO CAP,4.6112714,-2.1661801,0.0,0.0,-0.37137002,0.23595,0.105,0.0,31.91,CAPITAL GOODS,Industrials,Tools & Accessories,2026-05-11,10.5,0.0,5.25,1312,0.0,-37.137002,23.595,0.0,-5.2423506,1852,37.22,4.5,2.23,9.91,13.943499999999998,2252,1.3309312413245138,1818,EXPENSIVE,42.27386934673367,4.983249581239531,93.27889447236181,37.558626465661646,51.04690117252931,40.619765494137354,45.83333333333333,97.72609819121448,98.85008517887563,98.28809168504506,17.81825795644891,12.918760469011726,15.368509212730318,47.74890811925357,1223,WEAK
BANSWRAS,4216365824.0,MICRO CAP,16.48862,0.75047374,0.0,89.715,0.0717,0.01922,0.003,0.382,123.17,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,0.3,38.2,19.25,881,0.0,7.17,1.922,89.715,-6.340000000000001,1906,42.15,4.79,6.55,5.16,17.311,1978,111.90314649204002,459,UNDERVALUED,42.27386934673367,42.085427135678394,16.164154103852596,36.97654941373534,31.344221105527637,76.821608040201,54.08291457286432,73.85012919896641,83.85860306643951,78.85436613270296,31.888609715242882,14.677554438860971,23.283082077051926,47.74532883793087,1224,WEAK
SOLARWORLD,19041116160.0,SMALL CAP,23.521414,2.1965268,0.0,27.204,0.11071,0.08416,1.837,-0.036,219.69,IT,Technology,Solar,2026-05-11,183.7,-3.6,90.05,284,0.0,11.071,8.416,27.204,2.7049,1043,18.84,8.21,4.2,6.69,9.438,2353,10.766943116814662,1616,EXPENSIVE,42.27386934673367,56.867671691792296,44.765494137353436,48.60971524288108,97.34087102177554,25.481574539363482,61.41122278056951,57.77777777777777,52.8534923339012,55.315635055839486,3.5594639865996647,33.165829145728644,18.362646566164155,47.741937731435904,1225,WEAK
HLVLTD,5808079872.0,SMALL CAP,125.85715,1.2844439,0.00936,8.381,0.109519996,0.02148,0.055,-0.375,8.81,FMCG,Consumer Cyclical,Lodging,2026-05-11,5.5,-37.5,-16.0,1994,0.936,10.9519996,2.148,8.381,3.312099879999999,968,53.66,11.27,2.51,3.03,22.4865,1137,14.73552641601076,1504,EXPENSIVE,83.33333333333334,56.15577889447236,64.23785594639865,68.64321608040201,40.74539363484087,11.725293132328309,26.235343383584592,6.046511627906977,69.59114139693357,37.81882651242027,65.93383584589616,51.13065326633166,58.53224455611391,47.733782052902825,1226,WEAK
EPL,75819270144.0,MID CAP,18.92486,2.886984,0.0,32.296,0.12927,0.087629996,0.133,-0.127,236.75,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,13.3,-12.7,0.3000000000000007,1497,0.0,12.927,8.7629996,32.296,2.8392499,1025,41.31,14.59,13.83,8.73,21.42,1302,-7.627159992157004,1933,EXPENSIVE,42.27386934673367,63.52596314907872,40.41038525963149,50.402010050251256,56.65829145728644,20.477386934673365,38.5678391959799,67.44186046511628,42.206132879045995,54.82399667208114,29.564489112227804,70.95896147403685,50.26172529313233,47.70809916691204,1227,WEAK
HITECH,17941882880.0,SMALL CAP,23.729223,1.3668865,0.0,20.944,0.03292,0.02207,0.405,-0.222,88.51,METALS,Basic Materials,Steel,2026-05-11,40.5,-22.2,9.15,1175,0.0,3.292,2.207,20.944,-0.55505,1449,57.11,4.56,6.06,5.82,22.2895,1168,-4.43328422163356,1899,EXPENSIVE,42.27386934673367,25.4606365159129,49.95812395309883,37.085427135678394,84.35929648241206,16.729480737018427,50.54438860971524,57.20930232558139,67.88756388415673,62.54843310486906,75.18844221105527,13.400335008375208,44.29438860971524,47.65750906653494,1228,WEAK
ELECTHERM,9527164928.0,SMALL CAP,6.0958014,-6.1835766,0.0,0.0,-0.04621,0.042069998,-0.164,0.0,747.65,METALS,Basic Materials,Steel,2026-05-11,-16.400000000000002,0.0,-8.200000000000001,1835,0.0,-4.621,4.2069998,0.0,-0.33455005,1428,58.3,2.58,3.67,5.73,21.5235,1278,6.631752594539059,1709,EXPENSIVE,42.27386934673367,11.097152428810722,93.27889447236181,40.00418760469012,11.913735343383584,40.619765494137354,26.26675041876047,96.38242894056847,99.27597955706985,97.82920424881917,78.81072026800669,3.0569514237855944,40.93383584589614,47.63388942597823,1229,WEAK
GREAVESCOT,41251041280.0,SMALL CAP,38.24622,2.9288788,0.0,12.328,0.03943,0.03334,0.166,0.225,177.08,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,16.6,22.5,19.55,877,0.0,3.943,3.334,12.328,0.7835999999999999,1284,47.92,8.85,6.98,8.57,20.315,1470,28.93748532142744,1210,EXPENSIVE,42.27386934673367,27.68006700167504,59.003350083752096,39.78224455611391,62.24874371859297,69.24204355108877,65.74539363484087,34.05684754521964,41.48211243611584,37.76947999066774,48.324958123953095,35.824958123953095,42.074958123953095,47.627179080210595,1230,WEAK
NUVAMA,291047997440.0,LARGE CAP,28.906166,7.599437,0.0,237.583,0.39311,0.28619,0.068,-0.007,1598.8,OTHERS,Financial Services,Asset Management,2026-05-11,6.800000000000001,-0.7000000000000001,3.0500000000000003,1393,0.0,39.311,28.619,237.583,-4.81025,1816,47.84,38.86,28.54,6.36,34.901,79,4.604960066986944,1757,EXPENSIVE,42.27386934673367,92.08542713567839,5.108877721943048,54.765494137353436,43.57202680067002,26.94723618090452,35.25963149078727,47.54521963824289,14.18228279386712,30.863751216055007,48.13651591289782,96.23115577889448,72.18383584589614,47.61705510083244,1231,WEAK
AVTNPL,10321809408.0,SMALL CAP,18.026596,1.9790936,0.0,19.139,0.105399996,0.088649996,0.122,-0.197,67.78,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,12.2,-19.7,-3.75,1729,0.0,10.5399996,8.864999599999999,19.139,3.464349779999999,951,44.12,12.21,8.37,9.65,20.2325,1488,-15.407493869436813,2008,EXPENSIVE,42.27386934673367,54.56448911222781,51.71691792294807,49.07872696817421,54.313232830820766,17.734505862646564,36.02386934673366,69.81912144702842,57.06984667802385,63.444484062526136,37.20686767169179,56.721105527638194,46.96398659966499,47.61247302691059,1232,WEAK
BALKRISIND,421798739968.0,LARGE CAP,33.954247,3.8503346,0.0,35.269,0.16359,0.1233,0.069,-0.15,2181.9,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,6.9,-15.0,-4.05,1737,0.0,16.359,12.33,35.269,4.4633,854,51.65,27.65,24.66,3.29,32.208499999999994,136,-4.283542033221904,1897,EXPENSIVE,42.27386934673367,72.4036850921273,38.19095477386934,53.50921273031826,43.76046901172529,19.72361809045226,31.742043551088777,39.01808785529715,31.899488926746166,35.458788391021656,59.526800670016755,89.65661641541038,74.59170854271358,47.585476271169156,1233,WEAK
KPITTECH,199665074176.0,MID CAP,31.532675,6.109945,0.1973,23.624,0.14637,0.097440004,0.127,-0.335,733.45,IT,Technology,Software - Infrastructure,2026-05-11,12.7,-33.5,-10.4,1894,19.73,14.637,9.7440004,23.624,11.370200099999998,406,28.35,18.3,6.69,9.01,16.184,2114,-25.693148080296247,2074,EXPENSIVE,95.4355108877722,68.42546063651591,47.69681742043551,75.08375209380235,55.31825795644891,13.044388609715243,34.18132328308208,42.58397932816537,19.08006814310051,30.83202373563294,8.417085427135678,77.97319932998325,43.19514237855946,47.58495583590381,1234,WEAK
TASTYBITE,20567773184.0,SMALL CAP,58.01187,6.452467,0.0,20.737,0.13742,0.06058,0.002,0.342,8015.5,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,0.2,34.2,17.200000000000003,933,0.0,13.742,6.058,20.737,3.5633999999999992,941,50.89,13.06,9.66,3.93,23.7515,893,23.024934184770984,1307,EXPENSIVE,42.27386934673367,65.91289782244556,50.083752093802346,53.29145728643216,31.197654941373532,75.2931323283082,53.245393634840866,19.12144702842377,17.93015332197615,18.52580017519996,57.32830820770519,61.4321608040201,59.380234505862646,47.54226221259443,1235,WEAK
GMBREW,21653172224.0,SMALL CAP,13.81157,2.0081534,0.15552,3.201,-0.11848,0.09037,0.0,-0.106,947.75,FMCG,Consumer Defensive,Beverages - Wineries & Distilleries,2026-05-11,0.0,-10.6,-5.3,1770,15.552,-11.848,9.037,3.201,3.82795,925,54.81,7.26,8.76,5.44,23.0075,1051,-5.188954280619885,1904,EXPENSIVE,92.88107202680067,8.417085427135678,73.19932998324958,55.15912897822445,28.58040201005025,21.566164154103852,25.07328308207705,80.93023255813954,56.51618398637138,68.72320827225546,68.82328308207704,28.371021775544385,48.597152428810716,47.53379575830369,1236,WEAK
