SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK,VALUATION_SCORE,VALUATION_RANK,VALUATION_STATUS,ROE_FACTOR,MARGIN_FACTOR,DEBT_FACTOR,QUALITY_FACTOR,REVENUE_FACTOR,EARNINGS_FACTOR,GROWTH_FACTOR,PE_FACTOR,PB_FACTOR,VALUE_FACTOR,PROMOTER_FACTOR,FII_FACTOR,OWNERSHIP_FACTOR,FACTOR_SCORE,FACTOR_RANK,FACTOR_GRADE,VOLATILITY,SHARPE_RATIO,MAX_DRAWDOWN,RISK_SCORE,RISK_RANK
VRAJ,4357334016.0,MICRO CAP,16.51375,1.0547957,0.0,6.498,-0.0018000001,0.046350002,0.221,-0.879,132.11,METALS,Basic Materials,Steel,2026-05-11,22.1,-87.9,-32.900000000000006,2214,0.0,-0.18000001,4.6350002,6.498,0.4549500469999999,1315,48.94,6.26,9.95,6.41,20.8535,1380,-128.8213603493555,2273,EXPENSIVE,42.27386934673367,15.201005025125628,66.41541038525963,36.27303182579565,70.70770519262982,1.6959798994974875,36.20184254606365,73.7984496124031,76.0221465076661,74.91029806003459,51.65410385259632,22.801507537688444,37.22780569514238,44.17008306259319,1426,WEAK,0.3580521565181341,-0.2597261603196354,-0.4968376229603785,114.70212329450347,865
RVNL,615914930176.0,LARGE CAP,53.514492,6.4702663,0.0,52.108,0.04522,0.056929998,0.026,0.04,295.4,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,2.6,4.0,3.3,1379,0.0,4.522,5.6929998,52.108,-2.43095005,1627,44.82,34.6,26.98,2.19,32.593,117,7.626438644840174,1689,EXPENSIVE,42.27386934673367,30.27638190954774,28.768844221105528,34.77386934673368,35.154941373534335,56.82579564489112,45.99036850921273,20.878552971576227,17.802385008517888,19.340468990047057,39.300670016750416,93.88609715242882,66.59338358458962,41.41604187171126,1572,WEAK,0.35979927138211404,-0.3535391693526081,-0.41692443039958704,114.555974671628,866
MAITHANALL,29178505216.0,SMALL CAP,6.585414,0.7076376,0.0,10.735,0.101289995,0.21628,-0.077,-0.021,1002.3,METALS,Basic Materials,Steel,2026-05-11,-7.7,-2.1,-4.9,1760,0.0,10.1289995,21.628,10.735,7.37219985,620,64.09,11.07,7.41,7.52,26.853,435,38.90201457526384,1070,EXPENSIVE,42.27386934673367,53.22445561139028,60.9715242881072,50.39363484087102,18.21608040201005,26.17252931323283,22.19430485762144,95.76227390180878,85.0511073253833,90.40669061359604,96.39865996649915,49.539363484087104,72.96901172529314,54.45152237732557,757,AVERAGE,0.37364071731293036,0.31959341657208684,-0.3215035424751541,114.55385858578853,867
GEOJITFSL,19499470848.0,SMALL CAP,20.853733,1.6696143,0.06585,9.473,0.1257,0.12202,0.081,-0.435,69.86,OTHERS,Financial Services,Capital Markets,2026-05-11,8.1,-43.5,-17.7,2027,6.585000000000001,12.57,12.202,9.473,8.17895,567,35.84,2.45,4.38,5.86,13.788,2258,-42.69238034662899,2149,EXPENSIVE,86.09715242881072,62.290619765494135,62.87688442211056,71.93048576214406,46.00083752093803,10.42713567839196,28.21398659966499,63.565891472868216,62.86201022146509,63.21395084716665,14.133165829145728,2.051926298157454,8.092546063651591,44.30464109070636,1418,WEAK,0.36308964394188753,-0.13439196702382059,-0.41262050131412553,114.4751327647407,868
AMBER,300759220224.0,LARGE CAP,182.58499,8.227933,0.0,74.27,0.05263,0.01355,0.379,0.0,8539.5,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,37.9,0.0,18.95,899,0.0,5.263,1.355,74.27,-5.50935,1864,54.98,21.13,26.85,4.59,31.8355,149,4.029499326693627,1765,EXPENSIVE,42.27386934673367,33.710217755443885,20.016750418760463,34.39698492462312,83.5217755443886,40.61976549413736,62.07077051926298,4.237726098191215,12.776831345826237,8.507278722008724,69.30485762144055,81.65829145728644,75.48157453936349,45.73809728544028,1340,WEAK,0.38204020781256237,1.0263519714451044,-0.35377939365507527,114.45966986477109,869
PRIVISCL,135660863488.0,MID CAP,45.261303,10.941403,0.0,86.003,0.19158001,0.12231,0.232,0.755,3472.9,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,23.200000000000003,75.5,49.35,456,0.0,19.158001,12.231,86.003,0.2048502999999986,1339,38.78,21.44,8.67,7.2,21.452500000000004,1293,53.66838429988193,920,FAIR VALUE,42.27386934673367,77.38693467336684,17.127303182579563,51.28978224455612,71.98492462311557,85.0502512562814,78.51758793969849,27.028423772609816,8.049403747870528,17.53891376024017,22.278056951423785,81.97236180904522,52.12520938023451,52.87503568337132,863,AVERAGE,0.399155223504743,1.3652727440630266,-0.227833501282099,114.45107234731562,870
ADROITINFO,574402368.0,MICRO CAP,21.804346,0.71842986,0.0,29.363,0.11027,0.051069997,0.865,0.556,10.03,IT,Technology,Information Technology Services,2026-05-11,86.5,55.60000000000001,71.05000000000001,350,0.0,11.027,5.1069997,29.363,1.6485499250000002,1177,17.85,13.97,5.11,2.4,11.476,2309,120.09073739330728,426,UNDERVALUED,42.27386934673367,56.57453936348409,43.25795644891122,48.19095477386935,93.42546063651592,81.21859296482413,87.32202680067002,61.65374677002584,84.79557069846678,73.2246587342463,2.805695142378559,67.29480737018424,35.0502512562814,62.30887647046735,287,AVERAGE,0.3681194388926234,-0.07445485145665742,-0.32871130598772114,114.44693203611743,871
ROUTE,33741299712.0,SMALL CAP,18.117388,1.3336936,0.09722,1.488,0.099580005,0.05422,-0.038,0.932,535.55,TELECOM,Communication Services,Telecom Services,2026-05-11,-3.8,93.2,44.7,497,9.722,9.9580005,5.422,1.488,7.596800150000001,606,55.12,13.93,2.16,6.66,23.344999999999995,982,179.02862791770548,312,UNDERVALUED,87.98157453936348,52.88944723618091,78.30820770519263,72.01005025125627,21.461474036850923,87.10217755443887,54.28182579564489,69.61240310077518,68.52640545144804,69.06940427611161,69.87018425460636,66.87604690117253,68.37311557788945,65.37606678487056,186,STRONG,0.3420730484156002,-1.454185331633585,-0.6115601518986074,114.38767108977405,872
PDMJEPAPER,8022325248.0,SMALL CAP,8.647902,1.2718842,0.0,1.877,0.11951,0.116280004,0.052,0.058,84.49,OTHERS,Basic Materials,Paper & Paper Products,2026-05-11,5.2,5.800000000000001,5.5,1298,0.0,11.951,11.6280004,1.877,6.3046001,699,44.59,14.22,8.12,0.19,21.883500000000005,1229,48.332939315575686,975,FAIR VALUE,42.27386934673367,60.050251256281406,77.01005025125627,56.33165829145729,39.99162479061977,57.89363484087102,48.94262981574539,92.2997416020672,70.10221465076661,81.2009781264169,38.63065326633166,68.86515912897822,53.74790619765494,58.572063296975166,486,AVERAGE,0.35762521328665775,-0.2906097553447727,-0.5454862437413173,114.35295171312458,873
UNIPARTS,25603932160.0,SMALL CAP,19.711807,2.7923014,0.0,13.13,0.15889,0.119890004,0.349,0.738,567.7,CAPITAL GOODS,Industrials,Farm & Heavy Construction Machinery,2026-05-11,34.9,73.8,54.35,422,0.0,15.889,11.9890004,13.13,6.4509501,683,40.24,9.56,6.84,5.66,18.096,1869,125.0915363499079,406,UNDERVALUED,42.27386934673367,71.31490787269682,57.57956448911222,56.95142378559464,81.93048576214406,84.79899497487438,83.36474036850922,65.58139534883722,43.228279386712096,54.40483736777466,26.444723618090453,39.34254606365159,32.89363484087102,59.55454368796029,421,AVERAGE,0.4094923181202969,1.7830746103512367,-0.21024261858721716,114.32704766413195,874
TIMETECHNO,90735116288.0,MID CAP,18.852308,2.7411418,0.0,21.955,0.12113,0.07563,0.128,0.239,183.81,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,12.8,23.9,18.35,910,0.0,12.113,7.563000000000001,21.955,3.3291499999999994,965,55.89,15.38,7.55,1.12,25.951,539,51.09857912976016,950,FAIR VALUE,42.27386934673367,60.80402010050251,49.120603015075375,51.05527638190955,55.548576214405365,69.9748743718593,62.76172529313233,67.75193798449612,44.16524701873935,55.95859250161774,72.31993299832496,74.16247906197655,73.24120603015075,59.98506020886626,397,AVERAGE,0.37322844494991375,0.38015738866227433,-0.36089727835831353,114.23534014683324,875
SAMHI,33784471552.0,SMALL CAP,15.826222,1.7470363,0.0,94.106,0.27326,0.1585,0.142,1.108,152.09,FMCG,Consumer Cyclical,Lodging,2026-05-11,14.2,110.8,62.50000000000001,378,0.0,27.326,15.85,94.106,2.749699999999999,1038,47.21,6.88,4.33,1.67,19.503,1615,229.73056436143625,261,UNDERVALUED,42.27386934673367,85.5108877721943,15.201005025125628,54.15410385259632,58.12395309882747,88.5678391959799,73.34589614740369,75.60723514211887,61.32879045996593,68.46801280104239,46.210217755443885,26.57035175879397,36.39028475711893,59.22165951163226,442,AVERAGE,0.3596692939529335,-0.2774229527012434,-0.485279377964561,114.22492021553721,876
SHOPERSTOP,38370385920.0,SMALL CAP,0.0,13.315373,0.0,1155.819,0.060089998,-0.0036199999,0.026,-0.691,348.45,FMCG,Consumer Cyclical,Department Stores,2026-05-11,2.6,-69.1,-33.25,2215,0.0,6.0089998,-0.36199999,1155.819,-113.8697000575,2336,40.87,5.49,4.86,4.81,16.685499999999998,2060,-2030.746965105671,2369,EXPENSIVE,42.27386934673367,36.97654941373534,0.628140703517588,31.825795644891123,35.154941373534335,4.480737018425461,19.817839195979897,,6.047700170357751,,28.68509212730318,18.00670016750419,23.345896147403685,,2370,WEAK,0.35163025666581377,-0.8796335707398677,-0.5016487542292694,114.22417263846556,877
MUFIN,23014557696.0,SMALL CAP,95.19672,6.3711667,0.0,272.397,0.40937,0.22596,-0.065,0.206,116.14,OTHERS,Financial Services,Credit Services,2026-05-11,-6.5,20.6,7.049999999999999,1250,0.0,40.937,22.596,272.397,-9.3096,2024,57.99,9.71,8.4,9.92,24.3175,791,11.620716562247187,1595,EXPENSIVE,42.27386934673367,92.75544388609715,4.438860971524288,54.89949748743719,19.09547738693467,68.04857621440536,43.57202680067002,9.45736434108527,18.18568994889268,13.821527144988972,78.11976549413735,40.096314907872696,59.10804020100503,44.12737075563096,1431,WEAK,0.40119465501404616,1.3659489042847042,-0.2219320944033013,114.1777867453151,878
JAMNAAUTO,50065281024.0,MID CAP,25.873966,4.8058176,0.0,14.586,0.14442,0.080520004,0.187,0.327,125.23,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,18.7,32.7,25.700000000000003,741,0.0,14.442,8.0520004,14.586,4.8870001,817,58.2,18.99,17.58,4.98,29.964,227,45.70294826337357,993,FAIR VALUE,42.27386934673367,68.09045226130654,56.15577889447236,55.37688442211056,66.08040201005025,74.87437185929649,70.47738693467338,52.093023255813954,25.383304940374785,38.73816409809437,78.53852596314907,78.64321608040201,78.59087102177554,61.22208843100917,327,AVERAGE,0.39630567946956563,1.2653372479826384,-0.2450590342735557,114.15483743338133,879
BECTORFOOD,60050427904.0,MID CAP,42.991207,4.938524,0.0,15.033,0.08598,0.06974,0.084,0.099,195.61,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,8.4,9.9,9.15,1176,0.0,8.598,6.973999999999999,15.033,2.8195999999999994,1028,36.72,13.12,11.46,9.04,18.749,1766,13.913501770899874,1527,EXPENSIVE,42.27386934673367,48.45058626465661,55.65326633165829,47.42043551088777,46.628978224455615,61.18090452261307,53.90494137353434,29.25064599483204,24.531516183986373,26.891081089409205,16.582914572864322,61.746231155778894,39.164572864321606,43.60874385607279,1456,WEAK,0.35161705588218517,-1.0541983197840379,-0.4365105905643506,114.12512139237182,880
COCKERILL,0.0,UNKNOWN,246.91212,12.110585,0.05015,2.531,0.08377,0.02884,0.411,0.0,5197.5,CAPITAL GOODS,Industrials,Metal Fabrication,2026-05-11,41.1,0.0,20.55,856,5.015,8.376999999999999,2.884,2.531,4.73625,831,62.94,6.42,6.28,6.47,24.878,690,2.7606735060657264,1789,EXPENSIVE,85.38525963149078,47.36180904522613,74.95812395309883,68.09045226130654,84.67336683417085,40.61976549413736,62.6465661641541,3.10077519379845,6.942078364565588,5.021426779182018,92.3785594639866,23.59715242881072,57.98785594639866,51.82296207275432,939,AVERAGE,0.47354908837743553,0.09734410807222837,-0.06846491621113004,114.06995807727216,881
SKIL,216571232.0,MICRO CAP,1.2987013,0.11999041,0.0,1050.77,0.0,0.0,0.0,0.0,1.0,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,0.0,0.0,0.0,1506,0.0,0.0,0.0,1050.77,-105.077,2332,51.35,2.57,8.91,4.31,20.54,1438,303.91998070956265,215,UNDERVALUED,42.27386934673367,15.80820770519263,0.7118927973199329,23.37520938023451,28.58040201005025,40.61976549413736,34.6000837520938,99.37984496124032,94.76149914821124,97.07067205472578,58.584589614740366,2.931323283082077,30.757956448911223,42.9583136404259,1498,WEAK,0.3175747263581977,-3.6596937234640308,-0.7311178244469947,114.05136976480452,882
KIRLOSENG,241310318592.0,LARGE CAP,44.45635,7.1507955,0.0,165.651,0.15393,0.07435,0.288,0.562,1660.0,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,28.8,56.2,42.5,514,0.0,15.393,7.435,165.651,-10.088450000000002,2042,40.44,29.35,19.42,1.17,27.697,365,43.01993728815523,1018,FAIR VALUE,42.27386934673367,69.80737018425461,7.705192629815745,46.37353433835847,77.4497487437186,81.4070351758794,79.428391959799,27.906976744186046,15.417376490630325,21.662176617408186,27.34505862646566,90.95477386934674,59.1499162479062,53.90299646251012,800,AVERAGE,0.4309498309934111,2.2719028166534225,-0.16594256218707448,113.95820305335798,883
SVLL,6112349696.0,SMALL CAP,138.85118,14.073624,0.0,570.803,0.058130004,0.01422,0.514,0.0,531.8,CAPITAL GOODS,Industrials,Trucking,2026-05-11,51.4,0.0,25.7,743,0.0,5.8130004,1.422,570.803,-54.98089988,2306,45.4,14.89,6.06,3.62,21.51,1280,2.635783990377484,1792,EXPENSIVE,42.27386934673367,36.139028475711896,1.3819095477386936,31.641541038525965,88.14907872696818,40.61976549413736,64.38442211055278,5.5813953488372094,5.45144804088586,5.516421694861535,40.97571189279732,72.571189279732,56.77345058626466,41.265763400948856,1580,WEAK,0.36742588273255683,0.04274798339144794,-0.41116565166075514,113.90070484929929,884
DOLATALGO,13624160256.0,SMALL CAP,11.186417,1.2831095,0.0,18.689,0.59512,0.33442003,-0.08,0.042,77.41,OTHERS,Financial Services,Capital Markets,2026-05-11,-8.0,4.2,-1.9,1674,0.0,59.512,33.442003,18.689,24.34520075,121,54.66,7.15,4.09,0.97,22.2015,1182,38.22012668482175,1079,EXPENSIVE,42.27386934673367,95.97989949748744,52.34505862646566,65.77051926298158,17.985762144053602,56.993299832495815,37.48953098827471,87.39018087855297,69.63373083475298,78.51195585665297,68.23701842546063,27.61725293132328,47.92713567839196,56.26583338238587,637,AVERAGE,0.3665562887003463,-0.09011096949590189,-0.38987634026113926,113.8931465032025,885
SSDL,2495975424.0,MICRO CAP,9.228404,1.3246605,0.0,3.465,0.022839999,0.042740002,-0.207,-0.593,63.03,FMCG,Consumer Cyclical,Apparel Retail,2026-05-11,-20.7,-59.3,-40.0,2275,0.0,2.2839999,4.2740002,3.465,1.40720002,1207,35.63,13.35,6.06,5.98,17.392500000000002,1970,-165.79263898991445,2287,EXPENSIVE,42.27386934673367,22.068676716917924,72.69681742043551,40.276381909547744,9.966499162479062,6.8467336683417095,8.406616415410387,91.16279069767442,68.6541737649063,79.90848223129036,13.50502512562814,63.274706867671696,38.38986599664992,38.2645691430755,1707,WEAK,0.35254673406173864,-0.8078454222572197,-0.554463858977361,113.83584131859212,886
KINGFA,71976804352.0,MID CAP,41.521263,5.559853,0.0,1.438,0.13354,0.089049995,0.111,0.166,5311.4,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,11.1,16.6,13.85,1029,0.0,13.354,8.9049995,1.438,6.088649875000001,724,40.53,13.12,6.8,7.83,19.0385,1711,18.3530427561028,1406,EXPENSIVE,42.27386934673367,64.65661641541038,78.55946398659967,58.484087102177554,52.55443886097152,65.74539363484088,59.149916247906205,30.749354005167955,21.7206132879046,26.23498364653628,27.84757118927973,61.746231155778894,44.79690117252931,49.496577968838245,1108,WEAK,0.4051368999029861,1.491911967505392,-0.21913369665069649,113.82655438812147,887
BODALCHEM,9168728064.0,SMALL CAP,30.333334,0.8273856,0.0,77.215,0.011419999,0.01617,0.104,-0.953,72.8,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,10.4,-95.3,-42.45,2291,0.0,1.1419999,1.617,77.215,-6.974650030000001,1943,60.05,8.97,2.88,1.1,24.3185,790,-56.67527476107381,2181,EXPENSIVE,42.27386934673367,18.383584589614745,19.22110552763819,28.107202680067005,50.774706867671696,0.7956448911222781,25.785175879396988,44.75452196382429,81.30323679727428,63.02887938054928,84.02428810720268,36.243718592964825,60.13400335008375,40.8002901139658,1604,WEAK,0.3698644435075576,0.29823842654456784,-0.44762269590549986,113.80873246890518,888
INTLCONV,5357603840.0,SMALL CAP,6.885246,1.3599936,0.0,30.243,0.14062999,0.45353,0.355,0.481,84.0,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,35.5,48.1,41.8,524,0.0,14.062999,45.353,30.243,12.5328497,358,41.42,10.69,4.88,8.87,18.037,1875,237.44701949725112,256,UNDERVALUED,42.27386934673367,66.95979899497488,42.3785594639866,52.16917922948074,82.1608040201005,79.85762144053601,81.00921273031825,95.03875968992249,67.97274275979557,81.50575122485903,30.10887772194305,46.56616415410385,38.33752093802345,63.9221720205162,224,AVERAGE,0.37381255077595604,0.5952119597708818,-0.45714802864595416,113.76130128389242,889
SHILPAMED,89214648320.0,MID CAP,40.295937,3.6655924,0.0,24.328,0.20486,0.10467,0.283,0.452,456.15,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,28.3,45.2,36.75,576,0.0,20.486,10.467,24.328,6.329749999999999,695,55.63,19.1,9.98,9.18,26.777500000000003,444,42.82790725687896,1022,FAIR VALUE,42.27386934673367,78.89447236180904,47.02680067001675,57.87269681742044,77.03098827470687,79.04103852596315,78.03601340033501,32.041343669250644,33.73083475298126,32.88608921111595,71.44053601340033,78.81072026800669,75.12562814070351,62.37495653569053,282,AVERAGE,0.38101878048638166,1.0910940114076395,-0.4576515949862998,113.71621449554726,890
KANORICHEM,4182762752.0,MICRO CAP,0.0,0.7873828,0.0,61.61,0.04138,0.03154,-0.235,0.0,95.73,CHEMICALS,Basic Materials,Chemicals,2026-05-11,-23.5,0.0,-11.75,1918,0.0,4.138,3.154,61.61,-4.131100000000001,1773,57.87,8.95,1.02,8.31,22.363499999999995,1157,108.10090847806174,480,UNDERVALUED,42.27386934673367,28.496649916247907,24.83249581239531,33.274706867671696,8.982412060301508,40.61976549413736,24.80108877721943,,82.5809199318569,,77.68006700167504,36.18090452261307,56.93048576214406,,2056,WEAK,0.3716774013205102,0.3697871192366717,-0.43355868182907786,113.71234422579748,891
CEATLTD,131940982784.0,MID CAP,18.922705,2.2485816,0.14787,64.742,0.096870005,0.04452,0.233,1.832,3270.6,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,23.3,183.2,103.25,244,14.787,9.6870005,4.452,64.742,2.720350149999999,1041,40.43,24.81,13.1,9.49,23.9195,855,305.9003395817792,214,UNDERVALUED,92.3785594639866,51.96817420435511,23.53433835845896,62.44556113902848,72.08961474036852,92.58793969849246,82.33877721943048,67.49354005167959,52.0442930153322,59.768916533505895,27.30318257956449,87.77219430485762,57.537688442211056,66.89662250268108,142,STRONG,0.376653884616631,-0.1569409701349574,-0.24640345531569097,113.68729948030375,892
LIBAS,324301792.0,MICRO CAP,3.568116,0.39690474,0.0,16.808,0.06122,0.02542,0.018,0.0,12.31,FMCG,Consumer Cyclical,Apparel Manufacturing,2026-05-11,1.7999999999999998,0.0,0.8999999999999999,1476,0.0,6.122,2.5420000000000003,16.808,0.7912999999999997,1282,55.73,12.47,3.87,5.43,23.671,904,95.2030834642506,568,UNDERVALUED,42.27386934673367,37.45812395309883,54.02010050251256,42.69681742043552,33.731155778894475,40.61976549413736,37.17546063651592,98.39793281653748,91.48211243611584,94.94002262632664,71.85929648241206,58.20770519262981,65.03350083752093,55.95638810985495,660,AVERAGE,0.3733800267543558,0.17375793439853668,-0.34803584500866913,113.57102454796811,893
PITTIENG,35485032448.0,SMALL CAP,27.473562,3.8046727,0.0,82.817,0.12812,0.06771,0.15,-0.007,961.3,CAPITAL GOODS,Industrials,Metal Fabrication,2026-05-11,15.0,-0.7000000000000001,7.15,1246,0.0,12.812,6.771000000000001,82.817,-2.7453499999999984,1651,55.46,11.62,3.5,4.47,23.325,989,8.576614896801768,1669,EXPENSIVE,42.27386934673367,63.06532663316583,17.713567839195978,45.678391959798994,59.54773869346733,26.94723618090452,43.24748743718592,49.97416020671835,32.36797274275979,41.17106647473907,70.77051926298158,53.287269681742046,62.02889447236181,47.31775600851565,1248,WEAK,0.3752047679147453,0.2150979361676356,-0.3369548239859964,113.40435887984827,894
WEIZMANIND,1362219392.0,MICRO CAP,0.0,2.1570697,0.0,11.861,0.13013,-0.02394,-0.004,0.214,87.92,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,-0.4,21.4,10.5,1124,0.0,13.013,-2.394,11.861,2.1192999999999995,1115,40.8,4.87,4.14,2.19,16.556999999999995,2071,695.907756434574,126,UNDERVALUED,42.27386934673367,63.65159128978225,59.54773869346733,54.27973199329984,25.879396984924625,68.71859296482413,47.298994974874375,,53.62010221465077,,28.433835845896148,15.284757118927972,21.85929648241206,,1971,WEAK,0.3594874199412919,-0.5304525817697598,-0.4719452304859294,113.38550995810414,895
OMPOWER,0.0,UNKNOWN,28.506977,4.0919104,0.35826,0.0,0.12393,0.07903,0.0,0.0,183.87,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,0.0,0.0,0.0,1578,35.826,12.393,7.903,0.0,18.23275,205,37.54,7.37,9.11,1.84,17.443499999999997,1963,9.787078050948736,1635,EXPENSIVE,98.95309882747068,61.725293132328304,93.2788944723618,82.92713567839196,28.58040201005025,40.61976549413736,34.6000837520938,48.16537467700258,29.85519591141397,39.01028529420827,18.865159128978224,29.12479061976549,23.99497487437186,47.85921786286176,1208,WEAK,0.38120858327013585,-2.0406346130971675,-0.12046883502703853,113.36869734918396,896
SMARTLINK,1517297280.0,MICRO CAP,15.015795,0.7570411,0.0,1.501,0.04769,0.04127,0.224,-0.122,152.11,IT,Technology,Communication Equipment,2026-05-11,22.4,-12.2,5.100000000000001,1318,0.0,4.769,4.127,1.501,2.31235,1088,27.02,2.58,2.07,8.12,9.9365,2345,17.91749515260716,1415,EXPENSIVE,42.27386934673367,31.53266331658292,78.26633165829145,45.175879396984925,71.16834170854271,20.833333333333336,46.00083752093802,77.62273901808786,83.43270868824531,80.52772385316658,7.6214405360134,3.0569514237855944,5.339195979899498,44.526399041990096,1407,WEAK,0.37355487758099626,0.2287037274791951,-0.3785230039546914,113.27782354919181,897
WHIRLPOOL,115497517056.0,MID CAP,34.746086,1.4142425,0.0,6.334,0.022449998,0.042340003,0.04,-0.396,910.0,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,4.0,-39.6,-17.8,2031,0.0,2.2449998,4.2340003,6.334,1.0986000150000002,1243,61.6,23.97,13.28,3.99,31.672,157,-11.826923205732149,1977,EXPENSIVE,42.27386934673367,21.984924623115575,66.83417085427136,39.070351758793976,37.709380234505865,11.180904522613066,24.445142378559467,38.29457364341085,66.65247018739353,52.47352191540219,89.09128978224456,85.88777219430486,87.48953098827471,47.04725882194141,1267,WEAK,0.3573610068638082,-0.7608644329550208,-0.462582041624955,113.2117296575604,898
APTECHT,6249223168.0,SMALL CAP,23.42174,2.6347454,0.0,5.75,0.08454,0.052210003,0.244,1.387,107.74,FMCG,Consumer Defensive,Education & Training Services,2026-05-11,24.4,138.7,81.55,307,0.0,8.454,5.2210003,5.75,3.266450075,972,64.03,8.16,1.76,5.61,24.7375,712,190.7495747284692,296,UNDERVALUED,42.27386934673367,47.73869346733669,67.65075376884423,49.53517587939699,73.26214405360135,90.36850921273032,81.81532663316582,58.03617571059432,45.95400340715503,51.99508955887468,96.08458961474037,32.83082077051927,64.45770519262982,62.69570970406974,271,AVERAGE,0.351496155078836,-1.0167712894234253,-0.5869514010518488,113.13960531707144,899
ADVENZYMES,43696222208.0,SMALL CAP,28.74816,2.9441042,0.0,2.26,0.22764999,0.21455,0.017,0.128,390.4,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,1.7000000000000002,12.8,7.25,1241,0.0,22.764999,21.455,2.26,11.9672497,374,51.93,6.92,6.26,7.47,21.0695,1352,24.938626739530733,1276,EXPENSIVE,42.27386934673367,81.4070351758794,75.7537688442211,64.62311557788945,33.458961474036855,63.08626465661642,48.27261306532664,47.906976744186046,41.31175468483816,44.6093657145121,60.53182579564489,26.758793969849247,43.64530988274707,51.51965371241666,961,AVERAGE,0.3909525177613636,0.9535152282587748,-0.2915221347924175,112.98881853861486,900
FRONTSP,0.0,UNKNOWN,0.0,13.74493,0.0,4.209,0.23532,0.18215,0.398,0.919,1796.6,OTHERS,,,2026-05-11,39.8,91.9,65.85000000000001,364,0.0,23.532,18.215,4.209,11.19245,417,48.19,5.06,1.37,2.21,18.506,1803,2799.182622974436,57,UNDERVALUED,42.27386934673367,82.11892797319933,70.77051926298158,63.91122278056952,84.17085427135679,86.78810720268007,85.47948073701843,,5.664395229982964,,49.18341708542713,15.912897822445563,32.54815745393635,,1947,WEAK,0.7018531823297458,4.740601189697717,-0.05405134217291452,112.95623752943308,901
CREDITACC,237046464512.0,LARGE CAP,176.70645,3.3041403,0.105100006,301.484,0.56672,0.18677999,1.259,6.162,1480.8,OTHERS,Financial Services,Credit Services,2026-05-11,125.9,616.2,371.05,70,10.5100006,56.672,18.677999,301.484,-4.79880004,1815,48.89,38.78,23.42,3.92,34.208499999999994,91,113.92005963816923,452,UNDERVALUED,88.77721943048577,95.51926298157454,3.7688442211055273,74.47236180904522,95.97989949748744,97.15242881072028,96.56616415410386,4.444444444444445,37.13798977853492,20.791217111489683,51.42378559463987,96.14740368509212,73.78559463986599,70.22692013921586,66,STRONG,0.3958917404470281,0.8155806880183828,-0.23167013528392388,112.93300999721225,902
SSWL,33429852160.0,SMALL CAP,17.651163,1.9514436,0.0,52.775,0.07028,0.03845,0.229,-0.026,212.52,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,22.9,-2.6,10.15,1138,0.0,7.028,3.845,52.775,-2.2078500000000005,1612,35.28,13.95,7.59,4.54,17.976499999999998,1883,13.220401811844194,1542,EXPENSIVE,42.27386934673367,41.45728643216081,28.47571189279732,39.18760469011725,71.71273031825795,25.984087102177558,48.84840871021776,70.54263565891473,57.83645655877342,64.18954610884407,12.60469011725293,67.0644891122278,39.834589614740366,47.21563116481738,1253,WEAK,0.37249022179425495,0.04936539797462155,-0.37525436068462603,112.91254902796032,903
